,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
312,Nikolai Kulyomin (LW/RW),New York Islanders,72,12,11,23,0.32,18,3,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2016-2015,nhl,Nikolai Kulyomin ,LW/RW
313,Chris Tierney (C),San Jose Sharks,80,11,12,23,0.29,6,0,https://www.eliteprospects.com/player/92677/chris-tierney,2016-2015,nhl,Chris Tierney ,C
314,Mikhail Grigorenko (C/RW),Colorado Avalanche,75,10,13,23,0.31,18,-14,https://www.eliteprospects.com/player/42435/mikhail-grigorenko,2016-2015,nhl,Mikhail Grigorenko ,C/RW
315,Tom Pyatt (C),Ottawa Senators,82,9,14,23,0.28,16,9,https://www.eliteprospects.com/player/9199/tom-pyatt,2016-2015,nhl,Tom Pyatt ,C
316,Johnny Boychuk (D),New York Islanders,66,6,17,23,0.35,19,11,https://www.eliteprospects.com/player/9091/johnny-boychuk,2016-2015,nhl,Johnny Boychuk ,D
317,Radko Gudas (D),Philadelphia Flyers,67,6,17,23,0.34,93,8,https://www.eliteprospects.com/player/18085/radko-gudas,2016-2015,nhl,Radko Gudas ,D
318,David Savard (D),Columbus Blue Jackets,74,6,17,23,0.31,44,33,https://www.eliteprospects.com/player/32878/david-savard,2016-2015,nhl,David Savard ,D
319,Matt Stajan (C),Calgary Flames,81,6,17,23,0.28,40,3,https://www.eliteprospects.com/player/8889/matt-stajan,2016-2015,nhl,Matt Stajan ,C
320,Jack Johnson (D),Columbus Blue Jackets,82,5,18,23,0.28,32,23,https://www.eliteprospects.com/player/9205/jack-johnson,2016-2015,nhl,Jack Johnson ,D
321,Mattias Ekholm (D),Nashville Predators,82,3,20,23,0.28,34,4,https://www.eliteprospects.com/player/8373/mattias-ekholm,2016-2015,nhl,Mattias Ekholm ,D
322,John Moore (D),New Jersey Devils,63,12,10,22,0.35,39,-7,https://www.eliteprospects.com/player/30901/john-moore,2016-2015,nhl,John Moore ,D
323,Melker Karlsson (RW/C),San Jose Sharks,67,11,11,22,0.33,22,7,https://www.eliteprospects.com/player/10014/melker-karlsson,2016-2015,nhl,Melker Karlsson ,RW/C
324,Tomas Hertl (C/LW),San Jose Sharks,49,10,12,22,0.45,14,-8,https://www.eliteprospects.com/player/56038/tomas-hertl,2016-2015,nhl,Tomas Hertl ,C/LW
325,Jori Lehterä (C),St. Louis Blues,64,7,15,22,0.34,34,-6,https://www.eliteprospects.com/player/8042/jori-lehtera,2016-2015,nhl,Jori Lehterä ,C
326,Carl Hagelin (LW),Pittsburgh Penguins,61,6,16,22,0.36,16,10,https://www.eliteprospects.com/player/4567/carl-hagelin,2016-2015,nhl,Carl Hagelin ,LW
327,Nic Dowd (C/RW),Los Angeles Kings,70,6,16,22,0.31,25,-15,https://www.eliteprospects.com/player/39372/nic-dowd,2016-2015,nhl,Nic Dowd ,C/RW
328,Anton Strålman (D),Tampa Bay Lightning,73,5,17,22,0.30,20,1,https://www.eliteprospects.com/player/4152/anton-stralman,2016-2015,nhl,Anton Strålman ,D
329,Dennis Seidenberg (D),New York Islanders,73,5,17,22,0.30,32,25,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2016-2015,nhl,Dennis Seidenberg ,D
330,Brendan Perlini (LW/C),Arizona Coyotes,57,14,7,21,0.37,20,-4,https://www.eliteprospects.com/player/186992/brendan-perlini,2016-2015,nhl,Brendan Perlini ,LW/C
331,Chris Stewart (RW/LW),Minnesota Wild,79,13,8,21,0.27,94,3,https://www.eliteprospects.com/player/10442/chris-stewart,2016-2015,nhl,Chris Stewart ,RW/LW
332,Marián Gáborík (RW/LW),Los Angeles Kings,56,10,11,21,0.38,18,-4,https://www.eliteprospects.com/player/3665/marian-gaborik,2016-2015,nhl,Marián Gáborík ,RW/LW
333,Aaron Ekblad (D),Florida Panthers,68,10,11,21,0.31,58,-23,https://www.eliteprospects.com/player/49042/aaron-ekblad,2016-2015,nhl,Aaron Ekblad ,D
334,Drew Stafford (RW),totals,58,8,13,21,0.36,24,6,https://www.eliteprospects.com/player/9180/drew-stafford,2016-2015,nhl,Drew Stafford ,RW
335,Justin Abdelkader (LW/RW),Detroit Red Wings,64,7,14,21,0.33,50,-20,https://www.eliteprospects.com/player/10460/justin-abdelkader,2016-2015,nhl,Justin Abdelkader ,LW/RW
336,Jesper Fast (RW),New York Rangers,68,6,15,21,0.31,16,6,https://www.eliteprospects.com/player/10967/jesper-fast,2016-2015,nhl,Jesper Fast ,RW
337,Alexander Edler (D),Vancouver Canucks,68,6,15,21,0.31,36,-20,https://www.eliteprospects.com/player/4081/alexander-edler,2016-2015,nhl,Alexander Edler ,D
338,Steven Stamkos (C/W),Tampa Bay Lightning,17,9,11,20,1.18,14,3,https://www.eliteprospects.com/player/11113/steven-stamkos,2016-2015,nhl,Steven Stamkos ,C/W
339,Pavel Buchnevich (RW/LW),New York Rangers,41,8,12,20,0.49,13,6,https://www.eliteprospects.com/player/158906/pavel-buchnevich,2016-2015,nhl,Pavel Buchnevich ,RW/LW
340,Jannik Hansen (RW/LW),totals,43,8,12,20,0.47,34,2,https://www.eliteprospects.com/player/2368/jannik-hansen,2016-2015,nhl,Jannik Hansen ,RW/LW
341,Kevin Labanc (RW/LW),San Jose Sharks,55,8,12,20,0.36,22,9,https://www.eliteprospects.com/player/133841/kevin-labanc,2016-2015,nhl,Kevin Labanc ,RW/LW
342,Oscar Lindberg (C/LW),New York Rangers,65,8,12,20,0.31,32,2,https://www.eliteprospects.com/player/10711/oscar-lindberg,2016-2015,nhl,Oscar Lindberg ,C/LW
343,Lauri Korpikoski (LW/RW),totals,69,8,12,20,0.29,10,5,https://www.eliteprospects.com/player/4219/lauri-korpikoski,2016-2015,nhl,Lauri Korpikoski ,LW/RW
344,Blake Comeau (LW/RW),Colorado Avalanche,77,8,12,20,0.26,58,-19,https://www.eliteprospects.com/player/9190/blake-comeau,2016-2015,nhl,Blake Comeau ,LW/RW
345,Jakob Chychrun (D),Arizona Coyotes,68,7,13,20,0.29,47,-14,https://www.eliteprospects.com/player/243386/jakob-chychrun,2016-2015,nhl,Jakob Chychrun ,D
346,Hampus Lindholm (D),Anaheim Ducks,66,6,14,20,0.30,36,13,https://www.eliteprospects.com/player/34882/hampus-lindholm,2016-2015,nhl,Hampus Lindholm ,D
347,Josh Morrissey (D),Winnipeg Jets,82,6,14,20,0.24,38,6,https://www.eliteprospects.com/player/62293/josh-morrissey,2016-2015,nhl,Josh Morrissey ,D
348,Cal Clutterbuck (RW),New York Islanders,66,5,15,20,0.30,28,2,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2016-2015,nhl,Cal Clutterbuck ,RW
349,Thomas Hickey (D),New York Islanders,76,4,16,20,0.26,35,-1,https://www.eliteprospects.com/player/11617/thomas-hickey,2016-2015,nhl,Thomas Hickey ,D
350,Jake McCabe (D),Buffalo Sabres,76,3,17,20,0.26,26,-7,https://www.eliteprospects.com/player/45419/jake-mccabe,2016-2015,nhl,Jake McCabe ,D
351,Brett Pesce (D),Carolina Hurricanes,82,2,18,20,0.24,20,23,https://www.eliteprospects.com/player/121869/brett-pesce,2016-2015,nhl,Brett Pesce ,D
352,Joel Armia (RW),Winnipeg Jets,57,10,9,19,0.33,20,-8,https://www.eliteprospects.com/player/40624/joel-armia,2016-2015,nhl,Joel Armia ,RW
353,Matt Read (RW/LW),Philadelphia Flyers,63,10,9,19,0.30,8,3,https://www.eliteprospects.com/player/33243/matt-read,2016-2015,nhl,Matt Read ,RW/LW
354,Beau Bennett (RW/LW),New Jersey Devils,65,8,11,19,0.29,20,-3,https://www.eliteprospects.com/player/46980/beau-bennett,2016-2015,nhl,Beau Bennett ,RW/LW
355,Tom Wilson (RW),Washington Capitals,82,7,12,19,0.23,133,9,https://www.eliteprospects.com/player/98663/tom-wilson,2016-2015,nhl,Tom Wilson ,RW
356,Trevor Daley (D),Pittsburgh Penguins,56,5,14,19,0.34,37,7,https://www.eliteprospects.com/player/9128/trevor-daley,2016-2015,nhl,Trevor Daley ,D
357,Ben Hutton (D),Vancouver Canucks,71,5,14,19,0.27,31,-22,https://www.eliteprospects.com/player/78150/ben-hutton,2016-2015,nhl,Ben Hutton ,D
358,Adam Larsson (D),Edmonton Oilers,79,4,15,19,0.24,55,21,https://www.eliteprospects.com/player/10713/adam-larsson,2016-2015,nhl,Adam Larsson ,D
359,Cody Franson (D),Buffalo Sabres,68,3,16,19,0.28,34,-5,https://www.eliteprospects.com/player/10431/cody-franson,2016-2015,nhl,Cody Franson ,D
360,Matt Hunwick (D),Toronto Maple Leafs,72,1,18,19,0.26,18,8,https://www.eliteprospects.com/player/9418/matt-hunwick,2016-2015,nhl,Matt Hunwick ,D
361,René Bourque (LW/RW),Colorado Avalanche,65,12,6,18,0.28,56,-19,https://www.eliteprospects.com/player/9089/rene-bourque,2016-2015,nhl,René Bourque ,LW/RW
362,Frank Vatrano (W/C),Boston Bruins,44,10,8,18,0.41,14,-3,https://www.eliteprospects.com/player/59733/frank-vatrano,2016-2015,nhl,Frank Vatrano ,W/C
363,Scottie Upshall (LW/RW),St. Louis Blues,73,10,8,18,0.25,45,-1,https://www.eliteprospects.com/player/9512/scottie-upshall,2016-2015,nhl,Scottie Upshall ,LW/RW
364,Patrick Sharp (LW/RW),Dallas Stars,48,8,10,18,0.38,31,-22,https://www.eliteprospects.com/player/8880/patrick-sharp,2016-2015,nhl,Patrick Sharp ,LW/RW
365,Brandon Pirri (C/LW),New York Rangers,60,8,10,18,0.30,25,-8,https://www.eliteprospects.com/player/33898/brandon-pirri,2016-2015,nhl,Brandon Pirri ,C/LW
366,Drake Caggiula (C/LW),Edmonton Oilers,60,7,11,18,0.30,16,3,https://www.eliteprospects.com/player/97396/drake-caggiula,2016-2015,nhl,Drake Caggiula ,C/LW
367,Michael Del Zotto (D),Philadelphia Flyers,51,6,12,18,0.35,28,-5,https://www.eliteprospects.com/player/12112/michael-del-zotto,2016-2015,nhl,Michael Del Zotto ,D
368,Esa Lindell (D),Dallas Stars,73,6,12,18,0.25,22,8,https://www.eliteprospects.com/player/50019/esa-lindell,2016-2015,nhl,Esa Lindell ,D
369,Shane Prince (LW/RW),New York Islanders,50,5,13,18,0.36,18,-9,https://www.eliteprospects.com/player/32724/shane-prince,2016-2015,nhl,Shane Prince ,LW/RW
370,Dennis Wideman (D),Calgary Flames,57,5,13,18,0.32,32,-6,https://www.eliteprospects.com/player/8826/dennis-wideman,2016-2015,nhl,Dennis Wideman ,D
371,Alan Quine (C),New York Islanders,61,5,13,18,0.30,8,-2,https://www.eliteprospects.com/player/45411/alan-quine,2016-2015,nhl,Alan Quine ,C
372,Niklas Hjalmarsson (D),Chicago Blackhawks,73,5,13,18,0.25,20,12,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,2016-2015,nhl,Niklas Hjalmarsson ,D
373,François Beauchemin (D),Colorado Avalanche,81,5,13,18,0.22,32,-14,https://www.eliteprospects.com/player/8529/francois-beauchemin,2016-2015,nhl,François Beauchemin ,D
374,David Schlemko (D),San Jose Sharks,62,2,16,18,0.29,14,4,https://www.eliteprospects.com/player/11665/david-schlemko,2016-2015,nhl,David Schlemko ,D
375,Andrew MacDonald (D),Philadelphia Flyers,73,2,16,18,0.25,26,-5,https://www.eliteprospects.com/player/12406/andrew-macdonald,2016-2015,nhl,Andrew MacDonald ,D
376,Derek Forbort (D),Los Angeles Kings,82,2,16,18,0.22,54,8,https://www.eliteprospects.com/player/31265/derek-forbort,2016-2015,nhl,Derek Forbort ,D
377,Andrew Copp (C/LW),Winnipeg Jets,64,9,8,17,0.27,18,8,https://www.eliteprospects.com/player/101962/andrew-copp,2016-2015,nhl,Andrew Copp ,C/LW
378,Jamie McGinn (LW),Arizona Coyotes,72,9,8,17,0.24,23,-23,https://www.eliteprospects.com/player/9336/jamie-mcginn,2016-2015,nhl,Jamie McGinn ,LW
379,Darren Helm (C/LW),Detroit Red Wings,50,8,9,17,0.34,20,-6,https://www.eliteprospects.com/player/10438/darren-helm,2016-2015,nhl,Darren Helm ,C/LW
380,Miles Wood (LW),New Jersey Devils,60,8,9,17,0.28,86,-21,https://www.eliteprospects.com/player/131890/miles-wood,2016-2015,nhl,Miles Wood ,LW
381,Torrey Mitchell (C/RW),Montréal Canadiens,78,8,9,17,0.22,38,5,https://www.eliteprospects.com/player/11438/torrey-mitchell,2016-2015,nhl,Torrey Mitchell ,C/RW
382,Riley Nash (C),Boston Bruins,81,7,10,17,0.21,14,-1,https://www.eliteprospects.com/player/12507/riley-nash,2016-2015,nhl,Riley Nash ,C
383,Mike Matheson (D),Florida Panthers,81,7,10,17,0.21,36,-5,https://www.eliteprospects.com/player/76333/mike-matheson,2016-2015,nhl,Mike Matheson ,D
384,Joonas Donskoi (RW/LW),San Jose Sharks,61,6,11,17,0.28,10,-5,https://www.eliteprospects.com/player/16039/joonas-donskoi,2016-2015,nhl,Joonas Donskoi ,RW/LW
385,Nick Shore (C),Los Angeles Kings,70,6,11,17,0.24,20,-2,https://www.eliteprospects.com/player/20724/nick-shore,2016-2015,nhl,Nick Shore ,C
386,Marcus Krüger (C),Chicago Blackhawks,70,5,12,17,0.24,34,7,https://www.eliteprospects.com/player/8311/marcus-kruger,2016-2015,nhl,Marcus Krüger ,C
387,Chris Wideman (D),Ottawa Senators,76,5,12,17,0.22,46,7,https://www.eliteprospects.com/player/38081/chris-wideman,2016-2015,nhl,Chris Wideman ,D
388,Austin Watson (W/C),Nashville Predators,77,5,12,17,0.22,99,14,https://www.eliteprospects.com/player/33753/austin-watson,2016-2015,nhl,Austin Watson ,W/C
389,Brian Campbell (D),Chicago Blackhawks,80,5,12,17,0.21,24,12,https://www.eliteprospects.com/player/8565/brian-campbell,2016-2015,nhl,Brian Campbell ,D
390,Josh Manson (D),Anaheim Ducks,82,5,12,17,0.21,82,14,https://www.eliteprospects.com/player/47762/josh-manson,2016-2015,nhl,Josh Manson ,D
391,Nikita Nesterov (D),totals,48,4,13,17,0.35,24,0,https://www.eliteprospects.com/player/70425/nikita-nesterov,2016-2015,nhl,Nikita Nesterov ,D
392,Jordie Benn (D),totals,71,4,13,17,0.24,28,-4,https://www.eliteprospects.com/player/19742/jordie-benn,2016-2015,nhl,Jordie Benn ,D
393,Ron Hainsey (D),totals,72,4,13,17,0.24,21,-8,https://www.eliteprospects.com/player/9037/ron-hainsey,2016-2015,nhl,Ron Hainsey ,D
394,Mark Pysyk (D),Florida Panthers,82,4,13,17,0.21,10,0,https://www.eliteprospects.com/player/23154/mark-pysyk,2016-2015,nhl,Mark Pysyk ,D
395,Nate Schmidt (D),Washington Capitals,60,3,14,17,0.28,16,22,https://www.eliteprospects.com/player/38039/nate-schmidt,2016-2015,nhl,Nate Schmidt ,D
396,Erik Johnson (D),Colorado Avalanche,46,2,15,17,0.37,9,-6,https://www.eliteprospects.com/player/9207/erik-johnson,2016-2015,nhl,Erik Johnson ,D
397,Connor Murphy (D),Arizona Coyotes,77,2,15,17,0.22,45,-13,https://www.eliteprospects.com/player/45417/connor-murphy,2016-2015,nhl,Connor Murphy ,D
398,Cody Ceci (D),Ottawa Senators,79,2,15,17,0.22,20,-11,https://www.eliteprospects.com/player/45584/cody-ceci,2016-2015,nhl,Cody Ceci ,D
399,Kevin Fiala (W/C),Nashville Predators,54,11,5,16,0.30,18,1,https://www.eliteprospects.com/player/87971/kevin-fiala,2016-2015,nhl,Kevin Fiala ,W/C
400,Viktor Stålberg (LW/RW),totals,75,11,5,16,0.21,41,-9,https://www.eliteprospects.com/player/4202/viktor-stalberg,2016-2015,nhl,Viktor Stålberg ,LW/RW
401,Adam Cracknell (RW/C),Dallas Stars,69,10,6,16,0.23,12,9,https://www.eliteprospects.com/player/14459/adam-cracknell,2016-2015,nhl,Adam Cracknell ,RW/C
402,Ryan White (C/RW),totals,65,9,7,16,0.25,84,-16,https://www.eliteprospects.com/player/11050/ryan-white,2016-2015,nhl,Ryan White ,C/RW
403,Dwight King (LW/RW),totals,80,9,7,16,0.20,12,-2,https://www.eliteprospects.com/player/12539/dwight-king,2016-2015,nhl,Dwight King ,LW/RW
404,Brock McGinn (LW/RW),Carolina Hurricanes,57,7,9,16,0.28,6,-11,https://www.eliteprospects.com/player/76486/brock-mcginn,2016-2015,nhl,Brock McGinn ,LW/RW
405,Zemgus Girgensons (C/W),Buffalo Sabres,75,7,9,16,0.21,18,-7,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2016-2015,nhl,Zemgus Girgensons ,C/W
406,Tanner Kero (C/RW),Chicago Blackhawks,47,6,10,16,0.34,8,15,https://www.eliteprospects.com/player/55796/tanner-kero,2016-2015,nhl,Tanner Kero ,C/RW
407,Curtis McKenzie (LW),Dallas Stars,53,6,10,16,0.30,72,5,https://www.eliteprospects.com/player/19277/curtis-mckenzie,2016-2015,nhl,Curtis McKenzie ,LW
408,Nick Cousins (C/LW),Philadelphia Flyers,60,6,10,16,0.27,31,-6,https://www.eliteprospects.com/player/45550/nick-cousins,2016-2015,nhl,Nick Cousins ,C/LW
409,Derek MacKenzie (C/LW),Florida Panthers,82,6,10,16,0.20,50,-7,https://www.eliteprospects.com/player/8567/derek-mackenzie,2016-2015,nhl,Derek MacKenzie ,C/LW
410,Brandon Carlo (D),Boston Bruins,82,6,10,16,0.20,59,9,https://www.eliteprospects.com/player/120965/brandon-carlo,2016-2015,nhl,Brandon Carlo ,D
411,Alexander Burmistrov (C),totals,49,5,11,16,0.33,12,-7,https://www.eliteprospects.com/player/22927/alexander-burmistrov,2016-2015,nhl,Alexander Burmistrov ,C
412,Trevor van Riemsdyk (D),Chicago Blackhawks,58,5,11,16,0.28,29,17,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2016-2015,nhl,Trevor van Riemsdyk ,D
413,Tom Kühnhackl (W/C),Pittsburgh Penguins,57,4,12,16,0.28,18,8,https://www.eliteprospects.com/player/17637/tom-kuhnhackl,2016-2015,nhl,Tom Kühnhackl ,W/C
414,Deryk Engelland (D),Calgary Flames,81,4,12,16,0.20,85,2,https://www.eliteprospects.com/player/13406/deryk-engelland,2016-2015,nhl,Deryk Engelland ,D
415,Dan Hamhuis (D),Dallas Stars,79,1,15,16,0.20,23,-7,https://www.eliteprospects.com/player/9040/dan-hamhuis,2016-2015,nhl,Dan Hamhuis ,D
416,Matt Calvert (LW/RW),Columbus Blue Jackets,65,10,5,15,0.23,48,-4,https://www.eliteprospects.com/player/17025/matt-calvert,2016-2015,nhl,Matt Calvert ,LW/RW
417,Dale Weise (RW),Philadelphia Flyers,64,8,7,15,0.23,39,1,https://www.eliteprospects.com/player/15727/dale-weise,2016-2015,nhl,Dale Weise ,RW
418,Kyle Brodziak (C),St. Louis Blues,69,8,7,15,0.22,27,2,https://www.eliteprospects.com/player/9097/kyle-brodziak,2016-2015,nhl,Kyle Brodziak ,C
419,Kyle Quincey (D),totals,73,6,9,15,0.21,51,4,https://www.eliteprospects.com/player/10366/kyle-quincey,2016-2015,nhl,Kyle Quincey ,D
420,Chris VandeVelde (C/LW),Philadelphia Flyers,81,6,9,15,0.19,16,-5,https://www.eliteprospects.com/player/14870/chris-vandevelde,2016-2015,nhl,Chris VandeVelde ,C/LW
421,Ondrej Kase (RW),Anaheim Ducks,53,5,10,15,0.28,18,-1,https://www.eliteprospects.com/player/165006/ondrej-kase,2016-2015,nhl,Ondrej Kase ,RW
422,Anthony Duclair (W/C),Arizona Coyotes,58,5,10,15,0.26,14,-7,https://www.eliteprospects.com/player/98665/anthony-duclair,2016-2015,nhl,Anthony Duclair ,W/C
423,Dan Girardi (D),New York Rangers,63,4,11,15,0.24,16,8,https://www.eliteprospects.com/player/11025/dan-girardi,2016-2015,nhl,Dan Girardi ,D
424,Matt Benning (D),Edmonton Oilers,62,3,12,15,0.24,29,8,https://www.eliteprospects.com/player/29261/matt-benning,2016-2015,nhl,Matt Benning ,D
425,Michael Stone (D),totals,64,3,12,15,0.23,32,0,https://www.eliteprospects.com/player/11708/michael-stone,2016-2015,nhl,Michael Stone ,D
426,Joel Edmundson (D),St. Louis Blues,69,3,12,15,0.22,60,11,https://www.eliteprospects.com/player/59478/joel-edmundson,2016-2015,nhl,Joel Edmundson ,D
427,Brian Dumoulin (D),Pittsburgh Penguins,70,1,14,15,0.21,14,0,https://www.eliteprospects.com/player/33896/brian-dumoulin,2016-2015,nhl,Brian Dumoulin ,D
428,Jay Bouwmeester (D),St. Louis Blues,81,1,14,15,0.19,28,6,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2016-2015,nhl,Jay Bouwmeester ,D
429,Benoît Pouliot (LW),Edmonton Oilers,67,8,6,14,0.21,34,-5,https://www.eliteprospects.com/player/4229/benoit-pouliot,2016-2015,nhl,Benoît Pouliot ,LW
430,Nick Bjugstad (C/RW),Florida Panthers,54,7,7,14,0.26,22,-19,https://www.eliteprospects.com/player/40265/nick-bjugstad,2016-2015,nhl,Nick Bjugstad ,C/RW
431,Tim Schaller (LW/C),Boston Bruins,59,7,7,14,0.24,23,-6,https://www.eliteprospects.com/player/38059/tim-schaller,2016-2015,nhl,Tim Schaller ,LW/C
432,David Desharnais (C/LW),totals,49,6,8,14,0.29,12,4,https://www.eliteprospects.com/player/11122/david-desharnais,2016-2015,nhl,David Desharnais ,C/LW
433,Vinnie Hinostroza (C/RW),Chicago Blackhawks,49,6,8,14,0.29,17,-1,https://www.eliteprospects.com/player/91243/vinnie-hinostroza,2016-2015,nhl,Vinnie Hinostroza ,C/RW
434,Carl Söderberg (C),Colorado Avalanche,80,6,8,14,0.18,22,-26,https://www.eliteprospects.com/player/665/carl-soderberg,2016-2015,nhl,Carl Söderberg ,C
435,Tony DeAngelo (D),Arizona Coyotes,39,5,9,14,0.36,37,-13,https://www.eliteprospects.com/player/89818/tony-deangelo,2016-2015,nhl,Tony DeAngelo ,D
436,Travis Hamonic (D),New York Islanders,49,3,11,14,0.29,60,-21,https://www.eliteprospects.com/player/17519/travis-hamonic,2016-2015,nhl,Travis Hamonic ,D
437,Kevin Klein (D),New York Rangers,60,3,11,14,0.23,31,5,https://www.eliteprospects.com/player/9507/kevin-klein,2016-2015,nhl,Kevin Klein ,D
438,Luke Glendening (C/RW),Detroit Red Wings,74,3,11,14,0.19,26,-10,https://www.eliteprospects.com/player/38233/luke-glendening,2016-2015,nhl,Luke Glendening ,C/RW
439,Matt Irwin (D),Nashville Predators,74,3,11,14,0.19,26,15,https://www.eliteprospects.com/player/18745/matt-irwin,2016-2015,nhl,Matt Irwin ,D
440,Andrej Sustr (D),Tampa Bay Lightning,80,3,11,14,0.18,43,-10,https://www.eliteprospects.com/player/44405/andrej-sustr,2016-2015,nhl,Andrej Sustr ,D
441,Kevin Bieksa (D),Anaheim Ducks,81,3,11,14,0.17,63,0,https://www.eliteprospects.com/player/9682/kevin-bieksa,2016-2015,nhl,Kevin Bieksa ,D
442,Alexander Petrovic (D),Florida Panthers,49,1,13,14,0.29,79,-1,https://www.eliteprospects.com/player/32778/alexander-petrovic,2016-2015,nhl,Alexander Petrovic ,D
443,Tobias Enström (D),Winnipeg Jets,60,1,13,14,0.23,42,-7,https://www.eliteprospects.com/player/594/tobias-enstrom,2016-2015,nhl,Tobias Enström ,D
444,Paul Postma (D),Winnipeg Jets,65,1,13,14,0.22,15,3,https://www.eliteprospects.com/player/15032/paul-postma,2016-2015,nhl,Paul Postma ,D
445,Brooks Orpik (D),Washington Capitals,79,0,14,14,0.18,48,32,https://www.eliteprospects.com/player/8939/brooks-orpik,2016-2015,nhl,Brooks Orpik ,D
446,Magnus Pääjärvi (LW/RW),St. Louis Blues,32,8,5,13,0.41,6,9,https://www.eliteprospects.com/player/6014/magnus-paajarvi,2016-2015,nhl,Magnus Pääjärvi ,LW/RW
447,Matt Nieto (LW/RW),totals,59,7,6,13,0.22,8,-12,https://www.eliteprospects.com/player/20723/matt-nieto,2016-2015,nhl,Matt Nieto ,LW/RW
448,Lukas Sedlak (C/LW),Columbus Blue Jackets,62,7,6,13,0.21,25,10,https://www.eliteprospects.com/player/56037/lukas-sedlak,2016-2015,nhl,Lukas Sedlak ,C/LW
449,Ryan Reaves (RW),St. Louis Blues,80,7,6,13,0.16,104,4,https://www.eliteprospects.com/player/14003/ryan-reaves,2016-2015,nhl,Ryan Reaves ,RW
450,Oliver Bjorkstrand (RW),Columbus Blue Jackets,26,6,7,13,0.50,6,4,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2016-2015,nhl,Oliver Bjorkstrand ,RW
451,Jordan Schroeder (C/RW),Minnesota Wild,37,6,7,13,0.35,0,5,https://www.eliteprospects.com/player/11466/jordan-schroeder,2016-2015,nhl,Jordan Schroeder ,C/RW
452,Colin Miller (D),Boston Bruins,61,6,7,13,0.21,55,0,https://www.eliteprospects.com/player/61228/colin-miller,2016-2015,nhl,Colin Miller ,D
453,Austin Czarnik (C/RW),Boston Bruins,49,5,8,13,0.27,12,-10,https://www.eliteprospects.com/player/20707/austin-czarnik,2016-2015,nhl,Austin Czarnik ,C/RW
454,Tyler Ennis (RW/LW),Buffalo Sabres,51,5,8,13,0.26,12,-10,https://www.eliteprospects.com/player/11667/tyler-ennis,2016-2015,nhl,Tyler Ennis ,RW/LW
455,Nick Jensen (D),Detroit Red Wings,49,4,9,13,0.27,12,-7,https://www.eliteprospects.com/player/37773/nick-jensen,2016-2015,nhl,Nick Jensen ,D
456,Andy Greene (D),New Jersey Devils,66,4,9,13,0.20,8,-16,https://www.eliteprospects.com/player/9169/andy-greene,2016-2015,nhl,Andy Greene ,D
457,Marco Scandella (D),Minnesota Wild,71,4,9,13,0.18,25,-2,https://www.eliteprospects.com/player/17520/marco-scandella,2016-2015,nhl,Marco Scandella ,D
458,Justin Braun (D),San Jose Sharks,81,4,9,13,0.16,28,1,https://www.eliteprospects.com/player/15033/justin-braun,2016-2015,nhl,Justin Braun ,D
459,Kevan Miller (D),Boston Bruins,58,3,10,13,0.22,50,1,https://www.eliteprospects.com/player/38281/kevan-miller,2016-2015,nhl,Kevan Miller ,D
460,Karl Alzner (D),Washington Capitals,82,3,10,13,0.16,28,23,https://www.eliteprospects.com/player/10429/karl-alzner,2016-2015,nhl,Karl Alzner ,D
461,Niklas Kronwall (D),Detroit Red Wings,57,2,11,13,0.23,32,-7,https://www.eliteprospects.com/player/69/niklas-kronwall,2016-2015,nhl,Niklas Kronwall ,D
462,Mark Barberio (D),totals,60,2,11,13,0.22,14,-5,https://www.eliteprospects.com/player/19148/mark-barberio,2016-2015,nhl,Mark Barberio ,D
463,Riley Sheahan (C/LW),Detroit Red Wings,80,2,11,13,0.16,14,-29,https://www.eliteprospects.com/player/33929/riley-sheahan,2016-2015,nhl,Riley Sheahan ,C/LW
464,Luca Sbisa (D),Vancouver Canucks,82,2,11,13,0.16,40,-1,https://www.eliteprospects.com/player/13946/luca-sbisa,2016-2015,nhl,Luca Sbisa ,D
465,Nic Petan (C/W),Winnipeg Jets,54,1,12,13,0.24,12,-13,https://www.eliteprospects.com/player/82305/nic-petan,2016-2015,nhl,Nic Petan ,C/W
466,Kris Russell (D),Edmonton Oilers,68,1,12,13,0.19,23,5,https://www.eliteprospects.com/player/9188/kris-russell,2016-2015,nhl,Kris Russell ,D
467,Fyodor Tyutin (D),Colorado Avalanche,69,1,12,13,0.19,38,-25,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2016-2015,nhl,Fyodor Tyutin ,D
468,Jordan Weal (C/W),Philadelphia Flyers,23,8,4,12,0.52,10,5,https://www.eliteprospects.com/player/23324/jordan-weal,2016-2015,nhl,Jordan Weal ,C/W
469,Shawn Matthias (LW),Winnipeg Jets,45,8,4,12,0.27,13,0,https://www.eliteprospects.com/player/9345/shawn-matthias,2016-2015,nhl,Shawn Matthias ,LW
