,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
470,Alexei Yemelin (D),Montréal Canadiens,72,0,12,12,0.17,71,-7,https://www.eliteprospects.com/player/9253/alexei-yemelin,2015-2014,nhl,Alexei Yemelin ,D
471,Frank Vatrano (W/C),Boston Bruins,39,8,3,11,0.28,14,-3,https://www.eliteprospects.com/player/59733/frank-vatrano,2015-2014,nhl,Frank Vatrano ,W/C
472,Chris Terry (LW),Carolina Hurricanes,68,8,3,11,0.16,16,-12,https://www.eliteprospects.com/player/14370/chris-terry,2015-2014,nhl,Chris Terry ,LW
473,Kyle Brodziak (C),St. Louis Blues,76,7,4,11,0.15,37,-1,https://www.eliteprospects.com/player/9097/kyle-brodziak,2015-2014,nhl,Kyle Brodziak ,C
474,Erik Condra (RW/LW),Tampa Bay Lightning,54,6,5,11,0.20,34,-4,https://www.eliteprospects.com/player/11419/erik-condra,2015-2014,nhl,Erik Condra ,RW/LW
475,Cédric Paquette (C),Tampa Bay Lightning,56,6,5,11,0.20,51,-2,https://www.eliteprospects.com/player/128521/cedric-paquette,2015-2014,nhl,Cédric Paquette ,C
476,Quinton Howden (C/LW),Florida Panthers,58,6,5,11,0.19,18,-1,https://www.eliteprospects.com/player/31281/quinton-howden,2015-2014,nhl,Quinton Howden ,C/LW
477,Jason Garrison (D),Tampa Bay Lightning,72,5,6,11,0.15,18,-4,https://www.eliteprospects.com/player/24173/jason-garrison,2015-2014,nhl,Jason Garrison ,D
478,Bryan Rust (RW/LW),Pittsburgh Penguins,41,4,7,11,0.27,12,1,https://www.eliteprospects.com/player/20708/bryan-rust,2015-2014,nhl,Bryan Rust ,RW/LW
479,Kyle Quincey (D),Detroit Red Wings,47,4,7,11,0.23,36,1,https://www.eliteprospects.com/player/10366/kyle-quincey,2015-2014,nhl,Kyle Quincey ,D
480,Brandon Davidson (D),Edmonton Oilers,51,4,7,11,0.22,20,7,https://www.eliteprospects.com/player/45525/brandon-davidson,2015-2014,nhl,Brandon Davidson ,D
481,Andreas Martinsen (LW/RW),Colorado Avalanche,55,4,7,11,0.20,47,-4,https://www.eliteprospects.com/player/11958/andreas-martinsen,2015-2014,nhl,Andreas Martinsen ,LW/RW
482,Tyler Ennis (RW/LW),Buffalo Sabres,23,3,8,11,0.48,11,-9,https://www.eliteprospects.com/player/11667/tyler-ennis,2015-2014,nhl,Tyler Ennis ,RW/LW
483,Jay McClement (C/D),Carolina Hurricanes,77,3,8,11,0.14,24,-17,https://www.eliteprospects.com/player/9517/jay-mcclement,2015-2014,nhl,Jay McClement ,C/D
484,Gregory Campbell (C),Columbus Blue Jackets,82,3,8,11,0.13,78,-6,https://www.eliteprospects.com/player/9105/gregory-campbell,2015-2014,nhl,Gregory Campbell ,C
485,R.J. Umberger (C/W),Philadelphia Flyers,39,2,9,11,0.28,15,1,https://www.eliteprospects.com/player/8820/r.j.-umberger,2015-2014,nhl,R.J. Umberger ,C/W
486,Alexei Marchenko (D),Detroit Red Wings,66,2,9,11,0.17,10,-5,https://www.eliteprospects.com/player/40249/alexei-marchenko,2015-2014,nhl,Alexei Marchenko ,D
487,Brenden Dillon (D),San Jose Sharks,76,2,9,11,0.15,61,8,https://www.eliteprospects.com/player/23790/brenden-dillon,2015-2014,nhl,Brenden Dillon ,D
488,Mark Pysyk (D),Buffalo Sabres,55,1,10,11,0.20,32,-1,https://www.eliteprospects.com/player/23154/mark-pysyk,2015-2014,nhl,Mark Pysyk ,D
489,Stephen Gionta (C/RW),New Jersey Devils,82,1,10,11,0.13,43,-13,https://www.eliteprospects.com/player/9397/stephen-gionta,2015-2014,nhl,Stephen Gionta ,C/RW
490,Bobby Farnham (RW/LW),totals,53,8,2,10,0.19,97,-2,https://www.eliteprospects.com/player/38084/bobby-farnham,2015-2014,nhl,Bobby Farnham ,RW/LW
491,Andy Andreoff (C/LW),Los Angeles Kings,60,8,2,10,0.17,76,1,https://www.eliteprospects.com/player/32736/andy-andreoff,2015-2014,nhl,Andy Andreoff ,C/LW
492,Conor Sheary (LW/RW),Pittsburgh Penguins,44,7,3,10,0.23,8,-1,https://www.eliteprospects.com/player/94484/conor-sheary,2015-2014,nhl,Conor Sheary ,LW/RW
493,Nick Cousins (C/LW),Philadelphia Flyers,36,6,4,10,0.28,4,5,https://www.eliteprospects.com/player/45550/nick-cousins,2015-2014,nhl,Nick Cousins ,C/LW
494,Markus Granlund (C/LW),totals,47,6,4,10,0.21,14,-4,https://www.eliteprospects.com/player/19426/markus-granlund,2015-2014,nhl,Markus Granlund ,C/LW
495,Marko Dano (LW/C),totals,34,5,5,10,0.29,10,-7,https://www.eliteprospects.com/player/94946/marko-dano,2015-2014,nhl,Marko Dano ,LW/C
496,Adam Cracknell (RW/C),totals,52,5,5,10,0.19,20,-1,https://www.eliteprospects.com/player/14459/adam-cracknell,2015-2014,nhl,Adam Cracknell ,RW/C
497,Miikka Salomäki (W/C),Nashville Predators,61,5,5,10,0.16,28,-1,https://www.eliteprospects.com/player/43419/miikka-salomaki,2015-2014,nhl,Miikka Salomäki ,W/C
498,Landon Ferraro (C/RW),totals,68,5,5,10,0.15,27,-11,https://www.eliteprospects.com/player/13934/landon-ferraro,2015-2014,nhl,Landon Ferraro ,C/RW
499,Jonathan Drouin (LW/C),Tampa Bay Lightning,21,4,6,10,0.48,4,1,https://www.eliteprospects.com/player/118657/jonathan-drouin,2015-2014,nhl,Jonathan Drouin ,LW/C
500,Joel Armia (RW),Winnipeg Jets,43,4,6,10,0.23,12,2,https://www.eliteprospects.com/player/40624/joel-armia,2015-2014,nhl,Joel Armia ,RW
501,Phillip Danault (C/LW),totals,51,4,6,10,0.20,14,-5,https://www.eliteprospects.com/player/45282/phillip-danault,2015-2014,nhl,Phillip Danault ,C/LW
502,Brian Flynn (C/W),Montréal Canadiens,56,4,6,10,0.18,6,-3,https://www.eliteprospects.com/player/33228/brian-flynn,2015-2014,nhl,Brian Flynn ,C/W
503,Ben Lovejoy (D),Pittsburgh Penguins,66,4,6,10,0.15,30,9,https://www.eliteprospects.com/player/13404/ben-lovejoy,2015-2014,nhl,Ben Lovejoy ,D
504,Brooks Orpik (D),Washington Capitals,41,3,7,10,0.24,24,11,https://www.eliteprospects.com/player/8939/brooks-orpik,2015-2014,nhl,Brooks Orpik ,D
505,Austin Watson (W/C),Nashville Predators,57,3,7,10,0.18,32,-4,https://www.eliteprospects.com/player/33753/austin-watson,2015-2014,nhl,Austin Watson ,W/C
506,Nick Shore (C),Los Angeles Kings,68,3,7,10,0.15,32,-10,https://www.eliteprospects.com/player/20724/nick-shore,2015-2014,nhl,Nick Shore ,C
507,Darnell Nurse (D),Edmonton Oilers,69,3,7,10,0.15,60,-13,https://www.eliteprospects.com/player/97352/darnell-nurse,2015-2014,nhl,Darnell Nurse ,D
508,Mark Barberio (D),Montréal Canadiens,30,2,8,10,0.33,6,0,https://www.eliteprospects.com/player/19148/mark-barberio,2015-2014,nhl,Mark Barberio ,D
509,Matt Hunwick (D),Toronto Maple Leafs,60,2,8,10,0.17,32,-17,https://www.eliteprospects.com/player/9418/matt-hunwick,2015-2014,nhl,Matt Hunwick ,D
510,Ben Chiarot (D),Winnipeg Jets,70,1,9,10,0.14,43,-9,https://www.eliteprospects.com/player/33875/ben-chiarot,2015-2014,nhl,Ben Chiarot ,D
511,Braydon Coburn (D),Tampa Bay Lightning,80,1,9,10,0.13,53,12,https://www.eliteprospects.com/player/9477/braydon-coburn,2015-2014,nhl,Braydon Coburn ,D
512,Nick Schultz (D),Philadelphia Flyers,81,1,9,10,0.12,42,-1,https://www.eliteprospects.com/player/8597/nick-schultz,2015-2014,nhl,Nick Schultz ,D
513,Ryan Murphy (D),Carolina Hurricanes,35,0,10,10,0.29,10,-1,https://www.eliteprospects.com/player/44666/ryan-murphy,2015-2014,nhl,Ryan Murphy ,D
514,Rob Scuderi (D),totals,63,0,10,10,0.16,10,7,https://www.eliteprospects.com/player/8878/rob-scuderi,2015-2014,nhl,Rob Scuderi ,D
515,Daniel Carr (LW/RW),Montréal Canadiens,23,6,3,9,0.39,8,0,https://www.eliteprospects.com/player/39435/daniel-carr,2015-2014,nhl,Daniel Carr ,LW/RW
516,Brandon Sutter (C/RW),Vancouver Canucks,20,5,4,9,0.45,2,3,https://www.eliteprospects.com/player/9339/brandon-sutter,2015-2014,nhl,Brandon Sutter ,C/RW
517,Dennis Rasmussen (C),Chicago Blackhawks,44,4,5,9,0.21,4,9,https://www.eliteprospects.com/player/9985/dennis-rasmussen,2015-2014,nhl,Dennis Rasmussen ,C
518,Jordin Tootoo (RW),New Jersey Devils,66,4,5,9,0.14,102,-26,https://www.eliteprospects.com/player/9515/jordin-tootoo,2015-2014,nhl,Jordin Tootoo ,RW
519,Jarret Stoll (C),totals,80,4,5,9,0.11,36,-1,https://www.eliteprospects.com/player/8895/jarret-stoll,2015-2014,nhl,Jarret Stoll ,C
520,Ryan Dzingel (C/W),Ottawa Senators,30,3,6,9,0.30,11,4,https://www.eliteprospects.com/player/49315/ryan-dzingel,2015-2014,nhl,Ryan Dzingel ,C/W
521,Magnus Pääjärvi (LW/RW),St. Louis Blues,48,3,6,9,0.19,8,-9,https://www.eliteprospects.com/player/6014/magnus-paajarvi,2015-2014,nhl,Magnus Pääjärvi ,LW/RW
522,Kyle Clifford (LW),Los Angeles Kings,56,3,6,9,0.16,55,-1,https://www.eliteprospects.com/player/15480/kyle-clifford,2015-2014,nhl,Kyle Clifford ,LW
523,Nikita Nesterov (D),Tampa Bay Lightning,57,3,6,9,0.16,41,-6,https://www.eliteprospects.com/player/70425/nikita-nesterov,2015-2014,nhl,Nikita Nesterov ,D
524,Dalton Prout (D),Columbus Blue Jackets,64,3,6,9,0.14,102,-6,https://www.eliteprospects.com/player/22629/dalton-prout,2015-2014,nhl,Dalton Prout ,D
525,Carl Gunnarsson (D),St. Louis Blues,72,3,6,9,0.13,31,7,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2015-2014,nhl,Carl Gunnarsson ,D
526,Kerby Rychel (LW),Columbus Blue Jackets,32,2,7,9,0.28,15,5,https://www.eliteprospects.com/player/82918/kerby-rychel,2015-2014,nhl,Kerby Rychel ,LW
527,Jamie McBain (D),Los Angeles Kings,44,2,7,9,0.21,6,2,https://www.eliteprospects.com/player/9311/jamie-mcbain,2015-2014,nhl,Jamie McBain ,D
528,Matt Carle (D),Tampa Bay Lightning,64,2,7,9,0.14,26,4,https://www.eliteprospects.com/player/9108/matt-carle,2015-2014,nhl,Matt Carle ,D
529,Erik Gudbranson (D),Florida Panthers,64,2,7,9,0.14,49,3,https://www.eliteprospects.com/player/31282/erik-gudbranson,2015-2014,nhl,Erik Gudbranson ,D
530,Scott Gomez (C),totals,34,1,8,9,0.26,6,-7,https://www.eliteprospects.com/player/9050/scott-gomez,2015-2014,nhl,Scott Gomez ,C
531,Adam McQuaid (D),Boston Bruins,64,1,8,9,0.14,89,6,https://www.eliteprospects.com/player/11321/adam-mcquaid,2015-2014,nhl,Adam McQuaid ,D
532,Joel Edmundson (D),St. Louis Blues,67,1,8,9,0.13,63,0,https://www.eliteprospects.com/player/59478/joel-edmundson,2015-2014,nhl,Joel Edmundson ,D
533,Richard Pánik (RW/LW),Chicago Blackhawks,30,6,2,8,0.27,6,4,https://www.eliteprospects.com/player/11849/richard-panik,2015-2014,nhl,Richard Pánik ,RW/LW
534,Oliver Bjorkstrand (RW),Columbus Blue Jackets,12,4,4,8,0.67,0,6,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2015-2014,nhl,Oliver Bjorkstrand ,RW
535,Shea Theodore (D),Anaheim Ducks,19,3,5,8,0.42,2,7,https://www.eliteprospects.com/player/101581/shea-theodore,2015-2014,nhl,Shea Theodore ,D
536,Zack Kassian (RW),Edmonton Oilers,36,3,5,8,0.22,114,-7,https://www.eliteprospects.com/player/15390/zack-kassian,2015-2014,nhl,Zack Kassian ,RW
537,Cody Hodgson (C),Nashville Predators,39,3,5,8,0.21,6,2,https://www.eliteprospects.com/player/11253/cody-hodgson,2015-2014,nhl,Cody Hodgson ,C
538,René Bourque (LW/RW),Columbus Blue Jackets,49,3,5,8,0.16,38,-9,https://www.eliteprospects.com/player/9089/rene-bourque,2015-2014,nhl,René Bourque ,LW/RW
539,Patrik Elias (LW),New Jersey Devils,16,2,6,8,0.50,10,5,https://www.eliteprospects.com/player/8698/patrik-elias,2015-2014,nhl,Patrik Elias ,LW
540,Luca Sbisa (D),Vancouver Canucks,41,2,6,8,0.20,26,5,https://www.eliteprospects.com/player/13946/luca-sbisa,2015-2014,nhl,Luca Sbisa ,D
541,Jakub Kindl (D),totals,44,2,6,8,0.18,18,13,https://www.eliteprospects.com/player/9230/jakub-kindl,2015-2014,nhl,Jakub Kindl ,D
542,Klas Dahlbeck (D),Arizona Coyotes,71,2,6,8,0.11,28,-5,https://www.eliteprospects.com/player/13266/klas-dahlbeck,2015-2014,nhl,Klas Dahlbeck ,D
543,Andrew MacDonald (D),Philadelphia Flyers,28,1,7,8,0.29,6,10,https://www.eliteprospects.com/player/12406/andrew-macdonald,2015-2014,nhl,Andrew MacDonald ,D
544,Cody Goloubef (D),Columbus Blue Jackets,43,1,7,8,0.19,20,-3,https://www.eliteprospects.com/player/18594/cody-goloubef,2015-2014,nhl,Cody Goloubef ,D
545,Patrik Nemeth (D),Dallas Stars,38,0,8,8,0.21,14,-1,https://www.eliteprospects.com/player/10383/patrik-nemeth,2015-2014,nhl,Patrik Nemeth ,D
546,Eric Nystrom (LW),Nashville Predators,46,7,0,7,0.15,20,-6,https://www.eliteprospects.com/player/6669/eric-nystrom,2015-2014,nhl,Eric Nystrom ,LW
547,Logan Shaw (RW/C),Florida Panthers,53,5,2,7,0.13,13,-7,https://www.eliteprospects.com/player/37280/logan-shaw,2015-2014,nhl,Logan Shaw ,RW/C
548,Tanner Glass (LW),New York Rangers,57,4,3,7,0.12,66,-3,https://www.eliteprospects.com/player/14085/tanner-glass,2015-2014,nhl,Tanner Glass ,LW
549,Chris Porter (LW),Minnesota Wild,61,4,3,7,0.12,6,-6,https://www.eliteprospects.com/player/14133/chris-porter,2015-2014,nhl,Chris Porter ,LW
550,Cal O'Reilly (C),Buffalo Sabres,20,3,4,7,0.35,2,-1,https://www.eliteprospects.com/player/11360/cal-o-reilly,2015-2014,nhl,Cal O'Reilly ,C
551,Michael Latta (C),Washington Capitals,43,3,4,7,0.16,50,0,https://www.eliteprospects.com/player/14436/michael-latta,2015-2014,nhl,Michael Latta ,C
552,Nathan Gerbe (C/LW),Carolina Hurricanes,47,3,4,7,0.15,14,-15,https://www.eliteprospects.com/player/9216/nathan-gerbe,2015-2014,nhl,Nathan Gerbe ,C/LW
553,Dainius Zubrus (W/C),San Jose Sharks,50,3,4,7,0.14,20,4,https://www.eliteprospects.com/player/8632/dainius-zubrus,2015-2014,nhl,Dainius Zubrus ,W/C
554,Nicklas Grossmann (D),Arizona Coyotes,58,3,4,7,0.12,24,-3,https://www.eliteprospects.com/player/2439/nicklas-grossmann,2015-2014,nhl,Nicklas Grossmann ,D
555,Corban Knight (C),Florida Panthers,20,2,5,7,0.35,4,3,https://www.eliteprospects.com/player/38063/corban-knight,2015-2014,nhl,Corban Knight ,C
556,Maxime Talbot (C/W),Boston Bruins,38,2,5,7,0.18,15,-11,https://www.eliteprospects.com/player/9511/maxime-talbot,2015-2014,nhl,Maxime Talbot ,C/W
557,Zach Trotman (D),Boston Bruins,38,2,5,7,0.18,22,3,https://www.eliteprospects.com/player/49303/zach-trotman,2015-2014,nhl,Zach Trotman ,D
558,Lance Bouma (LW/C),Calgary Flames,44,2,5,7,0.16,31,-6,https://www.eliteprospects.com/player/16499/lance-bouma,2015-2014,nhl,Lance Bouma ,LW/C
559,Jonas Brodin (D),Minnesota Wild,68,2,5,7,0.10,18,-5,https://www.eliteprospects.com/player/19980/jonas-brodin,2015-2014,nhl,Jonas Brodin ,D
560,Mark Fayne (D),Edmonton Oilers,69,2,5,7,0.10,18,-6,https://www.eliteprospects.com/player/18011/mark-fayne,2015-2014,nhl,Mark Fayne ,D
561,Zbynek Michalek (D),Arizona Coyotes,70,2,5,7,0.10,20,3,https://www.eliteprospects.com/player/8588/zbynek-michalek,2015-2014,nhl,Zbynek Michalek ,D
562,Mike Reilly (D),Minnesota Wild,29,1,6,7,0.24,8,-4,https://www.eliteprospects.com/player/106295/mike-reilly,2015-2014,nhl,Mike Reilly ,D
563,Adam Clendening (D),totals,29,1,6,7,0.24,13,6,https://www.eliteprospects.com/player/20714/adam-clendening,2015-2014,nhl,Adam Clendening ,D
564,Joe Morrow (D),Boston Bruins,33,1,6,7,0.21,4,-7,https://www.eliteprospects.com/player/37180/joe-morrow,2015-2014,nhl,Joe Morrow ,D
565,Brandon Prust (LW/RW),Vancouver Canucks,35,1,6,7,0.20,59,-3,https://www.eliteprospects.com/player/8920/brandon-prust,2015-2014,nhl,Brandon Prust ,LW/RW
566,Greg Pateryn (D),Montréal Canadiens,38,1,6,7,0.18,49,-8,https://www.eliteprospects.com/player/15526/greg-pateryn,2015-2014,nhl,Greg Pateryn ,D
567,Willie Mitchell (D),Florida Panthers,46,1,6,7,0.15,18,-2,https://www.eliteprospects.com/player/8548/willie-mitchell,2015-2014,nhl,Willie Mitchell ,D
568,Brandon Manning (D),Philadelphia Flyers,56,1,6,7,0.13,66,2,https://www.eliteprospects.com/player/23346/brandon-manning,2015-2014,nhl,Brandon Manning ,D
569,Martin Marincin (D),Toronto Maple Leafs,65,1,6,7,0.11,34,-3,https://www.eliteprospects.com/player/34750/martin-marincin,2015-2014,nhl,Martin Marincin ,D
570,Derrick Pouliot (D),Pittsburgh Penguins,22,0,7,7,0.32,2,4,https://www.eliteprospects.com/player/59741/derrick-pouliot,2015-2014,nhl,Derrick Pouliot ,D
571,Yannick Weber (D),Vancouver Canucks,45,0,7,7,0.16,24,-17,https://www.eliteprospects.com/player/10615/yannick-weber,2015-2014,nhl,Yannick Weber ,D
572,Alex Biega (D),Vancouver Canucks,51,0,7,7,0.14,22,-11,https://www.eliteprospects.com/player/11427/alex-biega,2015-2014,nhl,Alex Biega ,D
573,Tyler Randell (RW),Boston Bruins,27,6,0,6,0.22,47,-2,https://www.eliteprospects.com/player/31565/tyler-randell,2015-2014,nhl,Tyler Randell ,RW
574,Scott Wilson (C/LW),Pittsburgh Penguins,24,5,1,6,0.25,12,0,https://www.eliteprospects.com/player/62534/scott-wilson,2015-2014,nhl,Scott Wilson ,C/LW
575,Ty Rattie (RW),St. Louis Blues,13,4,2,6,0.46,4,1,https://www.eliteprospects.com/player/26385/ty-rattie,2015-2014,nhl,Ty Rattie ,RW
576,Zach Hyman (W/C),Toronto Maple Leafs,16,4,2,6,0.38,18,0,https://www.eliteprospects.com/player/75045/zach-hyman,2015-2014,nhl,Zach Hyman ,W/C
577,Colton Sissons (C/RW),Nashville Predators,34,4,2,6,0.18,12,5,https://www.eliteprospects.com/player/48393/colton-sissons,2015-2014,nhl,Colton Sissons ,C/RW
578,Chris Wagner (RW/C),totals,43,4,2,6,0.14,28,-2,https://www.eliteprospects.com/player/39429/chris-wagner,2015-2014,nhl,Chris Wagner ,RW/C
579,Tomas Jurco (LW/RW),Detroit Red Wings,44,4,2,6,0.14,16,-6,https://www.eliteprospects.com/player/34751/tomas-jurco,2015-2014,nhl,Tomas Jurco ,LW/RW
580,Steve Downie (RW),Arizona Coyotes,26,3,3,6,0.23,53,1,https://www.eliteprospects.com/player/9186/steve-downie,2015-2014,nhl,Steve Downie ,RW
581,Nate Thompson (C),Anaheim Ducks,49,3,3,6,0.12,47,-1,https://www.eliteprospects.com/player/10261/nate-thompson,2015-2014,nhl,Nate Thompson ,C
582,Viktor Tikhonov (LW/C),totals,50,3,3,6,0.12,20,-10,https://www.eliteprospects.com/player/15235/viktor-tikhonov,2015-2014,nhl,Viktor Tikhonov ,LW/C
583,Stefan Elliott (D),totals,21,2,4,6,0.29,4,-3,https://www.eliteprospects.com/player/15735/stefan-elliott,2015-2014,nhl,Stefan Elliott ,D
584,Ben Smith (RW/C),totals,22,2,4,6,0.27,0,2,https://www.eliteprospects.com/player/15068/ben-smith,2015-2014,nhl,Ben Smith ,RW/C
585,Nic Petan (C/W),Winnipeg Jets,26,2,4,6,0.23,10,2,https://www.eliteprospects.com/player/82305/nic-petan,2015-2014,nhl,Nic Petan ,C/W
586,Zach Redmond (D),Colorado Avalanche,37,2,4,6,0.16,10,5,https://www.eliteprospects.com/player/12189/zach-redmond,2015-2014,nhl,Zach Redmond ,D
587,Brad Malone (C/LW),Carolina Hurricanes,57,2,4,6,0.11,75,-11,https://www.eliteprospects.com/player/12188/brad-malone,2015-2014,nhl,Brad Malone ,C/LW
588,Paul Gaustad (C),Nashville Predators,63,2,4,6,0.10,46,-4,https://www.eliteprospects.com/player/8808/paul-gaustad,2015-2014,nhl,Paul Gaustad ,C
589,Connor Brown (RW),Toronto Maple Leafs,7,1,5,6,0.86,0,-2,https://www.eliteprospects.com/player/97341/connor-brown,2015-2014,nhl,Connor Brown ,RW
590,Steve Bernier (RW),New York Islanders,24,1,5,6,0.25,9,3,https://www.eliteprospects.com/player/9080/steve-bernier,2015-2014,nhl,Steve Bernier ,RW
591,Anthony Bitetto (D),Nashville Predators,28,1,5,6,0.21,19,0,https://www.eliteprospects.com/player/37758/anthony-bitetto,2015-2014,nhl,Anthony Bitetto ,D
592,Jiri Sekac (LW),totals,39,1,5,6,0.15,16,-5,https://www.eliteprospects.com/player/41014/jiri-sekac,2015-2014,nhl,Jiri Sekac ,LW
593,Frank Corrado (D),Toronto Maple Leafs,39,1,5,6,0.15,26,-12,https://www.eliteprospects.com/player/45547/frank-corrado,2015-2014,nhl,Frank Corrado ,D
594,Éric Gélinas (D),totals,40,1,5,6,0.15,16,-6,https://www.eliteprospects.com/player/37536/eric-gelinas,2015-2014,nhl,Éric Gélinas ,D
595,Clayton Stoner (D),Anaheim Ducks,50,1,5,6,0.12,67,4,https://www.eliteprospects.com/player/11361/clayton-stoner,2015-2014,nhl,Clayton Stoner ,D
596,Brian Strait (D),New York Islanders,52,1,5,6,0.12,31,1,https://www.eliteprospects.com/player/9313/brian-strait,2015-2014,nhl,Brian Strait ,D
597,Eric Gryba (D),Edmonton Oilers,53,1,5,6,0.11,75,0,https://www.eliteprospects.com/player/12268/eric-gryba,2015-2014,nhl,Eric Gryba ,D
598,Taylor Chorney (D),Washington Capitals,55,1,5,6,0.11,21,8,https://www.eliteprospects.com/player/9204/taylor-chorney,2015-2014,nhl,Taylor Chorney ,D
599,Joel Hanley (D),Montréal Canadiens,10,0,6,6,0.60,0,0,https://www.eliteprospects.com/player/33730/joel-hanley,2015-2014,nhl,Joel Hanley ,D
600,Josh Leivo (LW/RW),Toronto Maple Leafs,12,5,0,5,0.42,6,2,https://www.eliteprospects.com/player/88692/josh-leivo,2015-2014,nhl,Josh Leivo ,LW/RW
601,Mason Raymond (LW/RW),Calgary Flames,29,4,1,5,0.17,8,-3,https://www.eliteprospects.com/player/11354/mason-raymond,2015-2014,nhl,Mason Raymond ,LW/RW
602,Brandon Mashinter (LW),Chicago Blackhawks,41,4,1,5,0.12,23,-7,https://www.eliteprospects.com/player/18619/brandon-mashinter,2015-2014,nhl,Brandon Mashinter ,LW
603,Rocco Grimaldi (W/C),Florida Panthers,20,3,2,5,0.25,2,-4,https://www.eliteprospects.com/player/38622/rocco-grimaldi,2015-2014,nhl,Rocco Grimaldi ,W/C
604,Mike Blunden (RW),Tampa Bay Lightning,20,3,2,5,0.25,34,3,https://www.eliteprospects.com/player/9195/mike-blunden,2015-2014,nhl,Mike Blunden ,RW
605,Nikita Soshnikov (LW/RW),Toronto Maple Leafs,11,2,3,5,0.46,6,-4,https://www.eliteprospects.com/player/94676/nikita-soshnikov,2015-2014,nhl,Nikita Soshnikov ,LW/RW
606,Nick Paul (LW/C),Ottawa Senators,24,2,3,5,0.21,6,-3,https://www.eliteprospects.com/player/149617/nick-paul,2015-2014,nhl,Nick Paul ,LW/C
607,Jakub Nakládal (D),Calgary Flames,27,2,3,5,0.19,6,-5,https://www.eliteprospects.com/player/22769/jakub-nakladal,2015-2014,nhl,Jakub Nakládal ,D
608,Mike Richards (C),Washington Capitals,39,2,3,5,0.13,8,-2,https://www.eliteprospects.com/player/8816/mike-richards,2015-2014,nhl,Mike Richards ,C
609,Joonas Kemppainen (C),Boston Bruins,44,2,3,5,0.11,4,-6,https://www.eliteprospects.com/player/7957/joonas-kemppainen,2015-2014,nhl,Joonas Kemppainen ,C
610,Byron Froese (C),Toronto Maple Leafs,56,2,3,5,0.09,16,-11,https://www.eliteprospects.com/player/31081/byron-froese,2015-2014,nhl,Byron Froese ,C
611,Mike Brown (RW),totals,58,2,3,5,0.09,90,-5,https://www.eliteprospects.com/player/9412/mike-brown,2015-2014,nhl,Mike Brown ,RW
612,Darren Dietz (D),Montréal Canadiens,13,1,4,5,0.39,13,-1,https://www.eliteprospects.com/player/52798/darren-dietz,2015-2014,nhl,Darren Dietz ,D
613,Connor Brickley (C/W),Florida Panthers,23,1,4,5,0.22,14,1,https://www.eliteprospects.com/player/45687/connor-brickley,2015-2014,nhl,Connor Brickley ,C/W
614,Dave Bolland (C/RW),Florida Panthers,25,1,4,5,0.20,16,-2,https://www.eliteprospects.com/player/9193/dave-bolland,2015-2014,nhl,Dave Bolland ,C/RW
615,Anthony Peluso (RW),Winnipeg Jets,35,1,4,5,0.14,44,4,https://www.eliteprospects.com/player/15038/anthony-peluso,2015-2014,nhl,Anthony Peluso ,RW
616,Carlo Colaiacovo (D),Buffalo Sabres,36,1,4,5,0.14,10,-11,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2015-2014,nhl,Carlo Colaiacovo ,D
617,Mike Weber (D),totals,45,1,4,5,0.11,60,2,https://www.eliteprospects.com/player/11231/mike-weber,2015-2014,nhl,Mike Weber ,D
618,Jon Merrill (D),New Jersey Devils,47,1,4,5,0.11,28,-15,https://www.eliteprospects.com/player/20712/jon-merrill,2015-2014,nhl,Jon Merrill ,D
619,Shawn Thornton (RW),Florida Panthers,50,1,4,5,0.10,80,-2,https://www.eliteprospects.com/player/11339/shawn-thornton,2015-2014,nhl,Shawn Thornton ,RW
620,Barret Jackman (D),Nashville Predators,73,1,4,5,0.07,76,1,https://www.eliteprospects.com/player/9025/barret-jackman,2015-2014,nhl,Barret Jackman ,D
621,Jordan Oesterle (D),Edmonton Oilers,17,0,5,5,0.29,0,1,https://www.eliteprospects.com/player/84700/jordan-oesterle,2015-2014,nhl,Jordan Oesterle ,D
622,Patrick Wiercioch (D),Ottawa Senators,52,0,5,5,0.10,24,2,https://www.eliteprospects.com/player/15528/patrick-wiercioch,2015-2014,nhl,Patrick Wiercioch ,D
623,Jordan Nolan (C/LW),Los Angeles Kings,52,0,5,5,0.10,38,0,https://www.eliteprospects.com/player/23805/jordan-nolan,2015-2014,nhl,Jordan Nolan ,C/LW
624,Mike Sislo (RW),New Jersey Devils,18,3,1,4,0.22,4,-2,https://www.eliteprospects.com/player/33225/mike-sislo,2015-2014,nhl,Mike Sislo ,RW
625,Mark Arcobello (RW/C),Toronto Maple Leafs,20,3,1,4,0.20,0,0,https://www.eliteprospects.com/player/33230/mark-arcobello,2015-2014,nhl,Mark Arcobello ,RW/C
626,Brock McGinn (LW/RW),Carolina Hurricanes,21,3,1,4,0.19,10,-14,https://www.eliteprospects.com/player/76486/brock-mcginn,2015-2014,nhl,Brock McGinn ,LW/RW
627,Chris Higgins (LW),Vancouver Canucks,33,3,1,4,0.12,4,-14,https://www.eliteprospects.com/player/9051/chris-higgins,2015-2014,nhl,Chris Higgins ,LW
