,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
467,Riley Sheahan (C/LW),Seattle Kraken,69,4,13,17,0.25,2,6,https://www.eliteprospects.com/player/33929/riley-sheahan,2021-2020,nhl,Riley Sheahan ,C/LW
468,Mike Reilly (D),Boston Bruins,70,4,13,17,0.24,32,-1,https://www.eliteprospects.com/player/106295/mike-reilly,2021-2020,nhl,Mike Reilly ,D
469,Brad Hunt (D),Vancouver Canucks,50,3,14,17,0.34,12,-3,https://www.eliteprospects.com/player/39225/brad-hunt,2021-2020,nhl,Brad Hunt ,D
470,David Savard (D),Montréal Canadiens,62,3,14,17,0.27,36,-22,https://www.eliteprospects.com/player/32878/david-savard,2021-2020,nhl,David Savard ,D
471,Tomas Nosek (LW/C),Boston Bruins,75,3,14,17,0.23,32,-9,https://www.eliteprospects.com/player/102439/tomas-nosek,2021-2020,nhl,Tomas Nosek ,LW/C
472,Trevor van Riemsdyk (D),Washington Capitals,72,1,16,17,0.24,40,-3,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2021-2020,nhl,Trevor van Riemsdyk ,D
473,Jamie Oleksiak (D),Seattle Kraken,72,1,16,17,0.24,54,-1,https://www.eliteprospects.com/player/37832/jamie-oleksiak,2021-2020,nhl,Jamie Oleksiak ,D
474,Austin Watson (W/C),Ottawa Senators,67,10,6,16,0.24,91,-3,https://www.eliteprospects.com/player/33753/austin-watson,2021-2020,nhl,Austin Watson ,W/C
475,Casey Cizikas (C),New York Islanders,74,10,6,16,0.22,48,-3,https://www.eliteprospects.com/player/14960/casey-cizikas,2021-2020,nhl,Casey Cizikas ,C
476,Luke Glendening (C/RW),Dallas Stars,82,9,7,16,0.20,15,-17,https://www.eliteprospects.com/player/38233/luke-glendening,2021-2020,nhl,Luke Glendening ,C/RW
477,Curtis Lazar (C/RW),Boston Bruins,70,8,8,16,0.23,16,-2,https://www.eliteprospects.com/player/81116/curtis-lazar,2021-2020,nhl,Curtis Lazar ,C/RW
478,Michael Raffl (LW/RW),Dallas Stars,76,7,9,16,0.21,16,-19,https://www.eliteprospects.com/player/15216/michael-raffl,2021-2020,nhl,Michael Raffl ,LW/RW
479,Maxime Comtois (LW),Anaheim Ducks,52,6,10,16,0.31,46,-17,https://www.eliteprospects.com/player/201534/maxime-comtois,2021-2020,nhl,Maxime Comtois ,LW
480,Josh Manson (D),totals,67,6,10,16,0.24,65,-11,https://www.eliteprospects.com/player/47762/josh-manson,2021-2020,nhl,Josh Manson ,D
481,Trevor Lewis (C/RW),Calgary Flames,80,6,10,16,0.20,12,-1,https://www.eliteprospects.com/player/10461/trevor-lewis,2021-2020,nhl,Trevor Lewis ,C/RW
482,Rasmus Sandin (D),Toronto Maple Leafs,51,5,11,16,0.31,4,9,https://www.eliteprospects.com/player/289453/rasmus-sandin,2021-2020,nhl,Rasmus Sandin ,D
483,Morgan Frost (C),Philadelphia Flyers,55,5,11,16,0.29,14,-11,https://www.eliteprospects.com/player/317025/morgan-frost,2021-2020,nhl,Morgan Frost ,C
484,Wayne Simmonds (RW),Toronto Maple Leafs,72,5,11,16,0.22,96,-7,https://www.eliteprospects.com/player/12517/wayne-simmonds,2021-2020,nhl,Wayne Simmonds ,RW
485,Andrew Cogliano (C/LW),totals,74,4,12,16,0.22,20,-18,https://www.eliteprospects.com/player/9187/andrew-cogliano,2021-2020,nhl,Andrew Cogliano ,C/LW
486,Marc Staal (D),Detroit Red Wings,71,3,13,16,0.23,28,-1,https://www.eliteprospects.com/player/9183/marc-staal,2021-2020,nhl,Marc Staal ,D
487,Radko Gudas (D),Florida Panthers,77,3,13,16,0.21,105,27,https://www.eliteprospects.com/player/18085/radko-gudas,2021-2020,nhl,Radko Gudas ,D
488,Rasmus Ristolainen (D),Philadelphia Flyers,66,2,14,16,0.24,38,-9,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2021-2020,nhl,Rasmus Ristolainen ,D
489,Brandon Tanev (LW/RW),Seattle Kraken,30,9,6,15,0.50,13,4,https://www.eliteprospects.com/player/96475/brandon-tanev,2021-2020,nhl,Brandon Tanev ,LW/RW
490,Carl Grundström (RW/LW),Los Angeles Kings,54,9,6,15,0.28,26,4,https://www.eliteprospects.com/player/113516/carl-grundstrom,2021-2020,nhl,Carl Grundström ,RW/LW
491,Joe Veleno (C),Detroit Red Wings,66,8,7,15,0.23,22,-14,https://www.eliteprospects.com/player/271713/joe-veleno,2021-2020,nhl,Joe Veleno ,C
492,Jimmy Vesey (LW),New Jersey Devils,68,8,7,15,0.22,12,-24,https://www.eliteprospects.com/player/121865/jimmy-vesey,2021-2020,nhl,Jimmy Vesey ,LW
493,Tyler Motte (C/W),totals,58,7,8,15,0.26,22,2,https://www.eliteprospects.com/player/151824/tyler-motte,2021-2020,nhl,Tyler Motte ,C/W
494,Darren Helm (C/LW),Colorado Avalanche,68,7,8,15,0.22,14,-5,https://www.eliteprospects.com/player/10438/darren-helm,2021-2020,nhl,Darren Helm ,C/LW
495,Juho Lammikko (C/LW),Vancouver Canucks,75,7,8,15,0.20,14,-6,https://www.eliteprospects.com/player/151955/juho-lammikko,2021-2020,nhl,Juho Lammikko ,C/LW
496,Cal Clutterbuck (RW),New York Islanders,59,6,9,15,0.25,10,-6,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2021-2020,nhl,Cal Clutterbuck ,RW
497,Jordan Martinook (W/C),Carolina Hurricanes,59,6,9,15,0.25,22,1,https://www.eliteprospects.com/player/44271/jordan-martinook,2021-2020,nhl,Jordan Martinook ,W/C
498,Brandon Carlo (D),Boston Bruins,79,6,9,15,0.19,31,2,https://www.eliteprospects.com/player/120965/brandon-carlo,2021-2020,nhl,Brandon Carlo ,D
499,Caleb Jones (D),Chicago Blackhawks,51,5,10,15,0.29,18,-3,https://www.eliteprospects.com/player/199902/caleb-jones,2021-2020,nhl,Caleb Jones ,D
500,Zach Aston-Reese (C/W),totals,69,5,10,15,0.22,28,9,https://www.eliteprospects.com/player/98068/zach-aston-reese,2021-2020,nhl,Zach Aston-Reese ,C/W
501,J.J. Moser (D),Arizona Coyotes,43,4,11,15,0.35,16,-10,https://www.eliteprospects.com/player/338571/j.j.-moser,2021-2020,nhl,J.J. Moser ,D
502,Ryan Lindgren (D),New York Rangers,78,4,11,15,0.19,48,18,https://www.eliteprospects.com/player/226442/ryan-lindgren,2021-2020,nhl,Ryan Lindgren ,D
503,Ilya Lyubushkin (D),totals,77,2,13,15,0.19,51,-2,https://www.eliteprospects.com/player/123109/ilya-lyubushkin,2021-2020,nhl,Ilya Lyubushkin ,D
504,Andrew Peeke (D),Columbus Blue Jackets,82,2,13,15,0.18,60,-14,https://www.eliteprospects.com/player/291905/andrew-peeke,2021-2020,nhl,Andrew Peeke ,D
505,Justin Danforth (RW/C),Columbus Blue Jackets,45,10,4,14,0.31,10,-5,https://www.eliteprospects.com/player/76146/justin-danforth,2021-2020,nhl,Justin Danforth ,RW/C
506,Maxim Mamin (LW),Florida Panthers,40,7,7,14,0.35,13,8,https://www.eliteprospects.com/player/155384/maxim-mamin,2021-2020,nhl,Maxim Mamin ,LW
507,Michael McCarron (RW/C),Nashville Predators,51,7,7,14,0.28,70,10,https://www.eliteprospects.com/player/135703/michael-mccarron,2021-2020,nhl,Michael McCarron ,RW/C
508,Yegor Chinakhov (RW),Columbus Blue Jackets,62,7,7,14,0.23,16,-27,https://www.eliteprospects.com/player/519779/yegor-chinakhov,2021-2020,nhl,Yegor Chinakhov ,RW
509,Dominic Toninato (C),Winnipeg Jets,77,7,7,14,0.18,22,1,https://www.eliteprospects.com/player/122004/dominic-toninato,2021-2020,nhl,Dominic Toninato ,C
510,Joel Armia (RW),Montréal Canadiens,60,6,8,14,0.23,14,-15,https://www.eliteprospects.com/player/40624/joel-armia,2021-2020,nhl,Joel Armia ,RW
511,Adam Gaudette (C),totals,58,5,9,14,0.24,17,-9,https://www.eliteprospects.com/player/203361/adam-gaudette,2021-2020,nhl,Adam Gaudette ,C
512,Ethan Bear (D),Carolina Hurricanes,58,5,9,14,0.24,20,1,https://www.eliteprospects.com/player/197561/ethan-bear,2021-2020,nhl,Ethan Bear ,D
513,Nicolas Hague (D),Vegas Golden Knights,52,4,10,14,0.27,38,6,https://www.eliteprospects.com/player/253977/nicolas-hague,2021-2020,nhl,Nicolas Hague ,D
514,Jacob Middleton (D),totals,66,4,10,14,0.21,82,10,https://www.eliteprospects.com/player/150872/jacob-middleton,2021-2020,nhl,Jacob Middleton ,D
515,Derek Forbort (D),Boston Bruins,76,4,10,14,0.18,48,2,https://www.eliteprospects.com/player/31265/derek-forbort,2021-2020,nhl,Derek Forbort ,D
516,Jake Muzzin (D),Toronto Maple Leafs,47,3,11,14,0.30,16,-6,https://www.eliteprospects.com/player/13614/jake-muzzin,2021-2020,nhl,Jake Muzzin ,D
517,Carl Hagelin (LW),Washington Capitals,53,3,11,14,0.26,20,10,https://www.eliteprospects.com/player/4567/carl-hagelin,2021-2020,nhl,Carl Hagelin ,LW
518,Marco Scandella (D),St. Louis Blues,70,3,11,14,0.20,18,17,https://www.eliteprospects.com/player/17520/marco-scandella,2021-2020,nhl,Marco Scandella ,D
519,Marc-Édouard Vlasic (D),San Jose Sharks,75,3,11,14,0.19,18,-22,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2021-2020,nhl,Marc-Édouard Vlasic ,D
520,Colin Miller (D),Buffalo Sabres,38,2,12,14,0.37,21,-2,https://www.eliteprospects.com/player/61228/colin-miller,2021-2020,nhl,Colin Miller ,D
521,Mario Ferraro (D),San Jose Sharks,63,2,12,14,0.22,16,-5,https://www.eliteprospects.com/player/245622/mario-ferraro,2021-2020,nhl,Mario Ferraro ,D
522,Zdeno Chára (D),New York Islanders,72,2,12,14,0.19,85,8,https://www.eliteprospects.com/player/4530/zdeno-chara,2021-2020,nhl,Zdeno Chára ,D
523,Jonas Siegenthaler (D),New Jersey Devils,70,1,13,14,0.20,42,-5,https://www.eliteprospects.com/player/105407/jonas-siegenthaler,2021-2020,nhl,Jonas Siegenthaler ,D
524,Erik Brännström (D),Ottawa Senators,53,0,14,14,0.26,30,-17,https://www.eliteprospects.com/player/255167/erik-brannstrom,2021-2020,nhl,Erik Brännström ,D
525,Brendan Lemieux (LW),Los Angeles Kings,50,8,5,13,0.26,97,1,https://www.eliteprospects.com/player/177647/brendan-lemieux,2021-2020,nhl,Brendan Lemieux ,LW
526,Steven Lorentz (C/LW),Carolina Hurricanes,67,8,5,13,0.19,8,0,https://www.eliteprospects.com/player/204707/steven-lorentz,2021-2020,nhl,Steven Lorentz ,C/LW
527,Nicolas Deslauriers (LW/D),totals,81,8,5,13,0.16,113,-11,https://www.eliteprospects.com/player/37437/nicolas-deslauriers,2021-2020,nhl,Nicolas Deslauriers ,LW/D
528,Nick Bjugstad (C/RW),Minnesota Wild,57,7,6,13,0.23,20,-2,https://www.eliteprospects.com/player/40265/nick-bjugstad,2021-2020,nhl,Nick Bjugstad ,C/RW
529,Jansen Harkins (C),Winnipeg Jets,77,7,6,13,0.17,15,-8,https://www.eliteprospects.com/player/160158/jansen-harkins,2021-2020,nhl,Jansen Harkins ,C
530,Sam Lafferty (C/LW),totals,56,5,8,13,0.23,33,-16,https://www.eliteprospects.com/player/259043/sam-lafferty,2021-2020,nhl,Sam Lafferty ,C/LW
531,Rasmus Kupari (C/RW),Los Angeles Kings,57,5,8,13,0.23,18,-5,https://www.eliteprospects.com/player/319079/rasmus-kupari,2021-2020,nhl,Rasmus Kupari ,C/RW
532,Ryan Reaves (RW),New York Rangers,69,5,8,13,0.19,43,-13,https://www.eliteprospects.com/player/14003/ryan-reaves,2021-2020,nhl,Ryan Reaves ,RW
533,Chad Ruhwedel (D),Pittsburgh Penguins,78,4,9,13,0.17,14,2,https://www.eliteprospects.com/player/37927/chad-ruhwedel,2021-2020,nhl,Chad Ruhwedel ,D
534,Michael Del Zotto (D),Ottawa Senators,26,3,10,13,0.50,4,-4,https://www.eliteprospects.com/player/12112/michael-del-zotto,2021-2020,nhl,Michael Del Zotto ,D
535,Niko Mikkola (D),St. Louis Blues,54,3,10,13,0.24,55,-6,https://www.eliteprospects.com/player/94439/niko-mikkola,2021-2020,nhl,Niko Mikkola ,D
536,Ben Hutton (D),Vegas Golden Knights,58,3,10,13,0.22,32,7,https://www.eliteprospects.com/player/78150/ben-hutton,2021-2020,nhl,Ben Hutton ,D
537,Dylan Coghlan (D),Vegas Golden Knights,59,3,10,13,0.22,18,-5,https://www.eliteprospects.com/player/247901/dylan-coghlan,2021-2020,nhl,Dylan Coghlan ,D
538,Dominik Simon (C/W),totals,72,3,10,13,0.18,34,0,https://www.eliteprospects.com/player/105831/dominik-simon,2021-2020,nhl,Dominik Simon ,C/W
539,Alexander Romanov (D),Montréal Canadiens,79,3,10,13,0.17,53,-9,https://www.eliteprospects.com/player/396529/alexander-romanov,2021-2020,nhl,Alexander Romanov ,D
540,Nick Foligno (LW/RW),Boston Bruins,64,2,11,13,0.20,61,-13,https://www.eliteprospects.com/player/10675/nick-foligno,2021-2020,nhl,Nick Foligno ,LW/RW
541,Erik Cernak (D),Tampa Bay Lightning,55,1,12,13,0.24,46,7,https://www.eliteprospects.com/player/166368/erik-cernak,2021-2020,nhl,Erik Cernak ,D
542,Logan Stanley (D),Winnipeg Jets,58,1,12,13,0.22,44,1,https://www.eliteprospects.com/player/240108/logan-stanley,2021-2020,nhl,Logan Stanley ,D
543,Gustav Lindström (D),Detroit Red Wings,63,1,12,13,0.21,22,-12,https://www.eliteprospects.com/player/212379/gustav-lindstrom,2021-2020,nhl,Gustav Lindström ,D
544,Dylan DeMelo (D),Winnipeg Jets,76,1,12,13,0.17,28,10,https://www.eliteprospects.com/player/45603/dylan-demelo,2021-2020,nhl,Dylan DeMelo ,D
545,Gerry Mayhew (C/RW),totals,40,11,1,12,0.30,18,-6,https://www.eliteprospects.com/player/151849/gerry-mayhew,2021-2020,nhl,Gerry Mayhew ,C/RW
546,Nathan Walker (LW),St. Louis Blues,30,8,4,12,0.40,2,1,https://www.eliteprospects.com/player/101430/nathan-walker,2021-2020,nhl,Nathan Walker ,LW
547,Parker Kelly (LW/C),Ottawa Senators,41,7,5,12,0.29,60,-4,https://www.eliteprospects.com/player/258162/parker-kelly,2021-2020,nhl,Parker Kelly ,LW/C
548,Andrew Ladd (LW),Arizona Coyotes,51,7,5,12,0.24,47,-20,https://www.eliteprospects.com/player/6668/andrew-ladd,2021-2020,nhl,Andrew Ladd ,LW
549,Kevin Rooney (C),New York Rangers,61,6,6,12,0.20,18,-1,https://www.eliteprospects.com/player/180925/kevin-rooney,2021-2020,nhl,Kevin Rooney ,C
550,Matthew Highmore (C/W),Vancouver Canucks,46,5,7,12,0.26,14,1,https://www.eliteprospects.com/player/130125/matthew-highmore,2021-2020,nhl,Matthew Highmore ,C/W
551,MacKenzie Entwistle (RW/C),Chicago Blackhawks,55,5,7,12,0.22,23,-16,https://www.eliteprospects.com/player/273678/mackenzie-entwistle,2021-2020,nhl,MacKenzie Entwistle ,RW/C
552,Laurent Dauphin (C),Montréal Canadiens,38,4,8,12,0.32,25,-10,https://www.eliteprospects.com/player/126400/laurent-dauphin,2021-2020,nhl,Laurent Dauphin ,C
553,Dysin Mayo (D),Arizona Coyotes,67,4,8,12,0.18,27,-22,https://www.eliteprospects.com/player/120638/dysin-mayo,2021-2020,nhl,Dysin Mayo ,D
554,Cody Eakin (C),Buffalo Sabres,69,4,8,12,0.17,22,-15,https://www.eliteprospects.com/player/23166/cody-eakin,2021-2020,nhl,Cody Eakin ,C
555,Jani Hakanpää (D),Dallas Stars,80,4,8,12,0.15,43,1,https://www.eliteprospects.com/player/45342/jani-hakanpaa,2021-2020,nhl,Jani Hakanpää ,D
556,Tyler Bozak (C),St. Louis Blues,50,3,9,12,0.24,14,-11,https://www.eliteprospects.com/player/11589/tyler-bozak,2021-2020,nhl,Tyler Bozak ,C
557,Ryan Carpenter (C/RW),totals,67,3,9,12,0.18,36,-11,https://www.eliteprospects.com/player/46952/ryan-carpenter,2021-2020,nhl,Ryan Carpenter ,C/RW
558,Mark Pysyk (D),Buffalo Sabres,68,3,9,12,0.18,16,-4,https://www.eliteprospects.com/player/23154/mark-pysyk,2021-2020,nhl,Mark Pysyk ,D
559,Sebastian Aho (D),New York Islanders,36,2,10,12,0.33,10,-6,https://www.eliteprospects.com/player/67208/sebastian-aho,2021-2020,nhl,Sebastian Aho ,D
560,Riley Stillman (D),Chicago Blackhawks,52,2,10,12,0.23,36,-8,https://www.eliteprospects.com/player/252469/riley-stillman,2021-2020,nhl,Riley Stillman ,D
561,Emil Bemström (C/RW),Columbus Blue Jackets,41,6,5,11,0.27,4,-1,https://www.eliteprospects.com/player/313359/emil-bemstrom,2021-2020,nhl,Emil Bemström ,C/RW
562,Devin Shore (C),Edmonton Oilers,49,5,6,11,0.22,10,-4,https://www.eliteprospects.com/player/149937/devin-shore,2021-2020,nhl,Devin Shore ,C
563,Jasper Weatherby (C/LW),San Jose Sharks,50,5,6,11,0.22,18,-14,https://www.eliteprospects.com/player/262799/jasper-weatherby,2021-2020,nhl,Jasper Weatherby ,C/LW
564,Michael Pezzetta (LW/C),Montréal Canadiens,51,5,6,11,0.22,81,-7,https://www.eliteprospects.com/player/269038/michael-pezzetta,2021-2020,nhl,Michael Pezzetta ,LW/C
565,Jason Dickinson (C/LW),Vancouver Canucks,62,5,6,11,0.18,19,-1,https://www.eliteprospects.com/player/117018/jason-dickinson,2021-2020,nhl,Jason Dickinson ,C/LW
566,Logan Brown (C),St. Louis Blues,39,4,7,11,0.28,8,-3,https://www.eliteprospects.com/player/248391/logan-brown,2021-2020,nhl,Logan Brown ,C
567,Dean Kukan (D),Columbus Blue Jackets,41,3,8,11,0.27,16,-2,https://www.eliteprospects.com/player/66177/dean-kukan,2021-2020,nhl,Dean Kukan ,D
568,Braden Schneider (D),New York Rangers,43,2,9,11,0.26,9,5,https://www.eliteprospects.com/player/351820/braden-schneider,2021-2020,nhl,Braden Schneider ,D
569,Nikita Zaitsev (D),Ottawa Senators,62,2,9,11,0.18,28,-7,https://www.eliteprospects.com/player/34773/nikita-zaitsev,2021-2020,nhl,Nikita Zaitsev ,D
570,Danny DeKeyser (D),Detroit Red Wings,59,0,11,11,0.19,26,-8,https://www.eliteprospects.com/player/46947/danny-dekeyser,2021-2020,nhl,Danny DeKeyser ,D
571,Matt Benning (D),Nashville Predators,65,0,11,11,0.17,39,-24,https://www.eliteprospects.com/player/29261/matt-benning,2021-2020,nhl,Matt Benning ,D
572,Adam Ruzicka (C),Calgary Flames,28,5,5,10,0.36,8,8,https://www.eliteprospects.com/player/228366/adam-ruzicka,2021-2020,nhl,Adam Ruzicka ,C
573,Vinni Lettieri (C/RW),Anaheim Ducks,31,5,5,10,0.32,6,-8,https://www.eliteprospects.com/player/118656/vinni-lettieri,2021-2020,nhl,Vinni Lettieri ,C/RW
574,Joe Thornton (C),Florida Panthers,34,5,5,10,0.29,10,-10,https://www.eliteprospects.com/player/3670/joe-thornton,2021-2020,nhl,Joe Thornton ,C
575,Quinton Byfield (C),Los Angeles Kings,40,5,5,10,0.25,20,-7,https://www.eliteprospects.com/player/503020/quinton-byfield,2021-2020,nhl,Quinton Byfield ,C
576,Christian Fischer (RW/C),Arizona Coyotes,53,5,5,10,0.19,14,-15,https://www.eliteprospects.com/player/226901/christian-fischer,2021-2020,nhl,Christian Fischer ,RW/C
577,Travis Hamonic (D),totals,43,4,6,10,0.23,14,6,https://www.eliteprospects.com/player/17519/travis-hamonic,2021-2020,nhl,Travis Hamonic ,D
578,Connor Murphy (D),Chicago Blackhawks,57,4,6,10,0.18,47,-14,https://www.eliteprospects.com/player/45417/connor-murphy,2021-2020,nhl,Connor Murphy ,D
579,Colin White (C/RW),Ottawa Senators,24,3,7,10,0.42,4,-11,https://www.eliteprospects.com/player/183810/colin-white,2021-2020,nhl,Colin White ,C/RW
580,Cam York (D),Philadelphia Flyers,30,3,7,10,0.33,6,-14,https://www.eliteprospects.com/player/290129/cam-york,2021-2020,nhl,Cam York ,D
581,Karson Kuhlman (C/RW),totals,44,3,7,10,0.23,6,-2,https://www.eliteprospects.com/player/118663/karson-kuhlman,2021-2020,nhl,Karson Kuhlman ,C/RW
582,Jake Walman (D),totals,51,3,7,10,0.20,10,-3,https://www.eliteprospects.com/player/248066/jake-walman,2021-2020,nhl,Jake Walman ,D
583,Kale Clague (D),totals,36,2,8,10,0.28,20,-10,https://www.eliteprospects.com/player/108472/kale-clague,2021-2020,nhl,Kale Clague ,D
584,Connor Clifton (D),Boston Bruins,60,2,8,10,0.17,32,-2,https://www.eliteprospects.com/player/131370/connor-clifton,2021-2020,nhl,Connor Clifton ,D
585,Andy Greene (D),New York Islanders,69,2,8,10,0.15,10,-13,https://www.eliteprospects.com/player/9169/andy-greene,2021-2020,nhl,Andy Greene ,D
586,Jacob Bryson (D),Buffalo Sabres,73,1,9,10,0.14,12,-9,https://www.eliteprospects.com/player/253923/jacob-bryson,2021-2020,nhl,Jacob Bryson ,D
587,Mattias Samuelsson (D),Buffalo Sabres,42,0,10,10,0.24,16,-10,https://www.eliteprospects.com/player/325127/mattias-samuelsson,2021-2020,nhl,Mattias Samuelsson ,D
588,Scott Reedy (C),San Jose Sharks,35,7,2,9,0.26,10,-8,https://www.eliteprospects.com/player/269301/scott-reedy,2021-2020,nhl,Scott Reedy ,C
589,Noah Cates (LW),Philadelphia Flyers,16,5,4,9,0.56,4,4,https://www.eliteprospects.com/player/201517/noah-cates,2021-2020,nhl,Noah Cates ,LW
590,Mathieu Perreault (C),Montréal Canadiens,25,4,5,9,0.36,4,2,https://www.eliteprospects.com/player/10441/mathieu-perreault,2021-2020,nhl,Mathieu Perreault ,C
591,Klim Kostin (LW/RW),St. Louis Blues,40,4,5,9,0.23,23,-3,https://www.eliteprospects.com/player/312823/klim-kostin,2021-2020,nhl,Klim Kostin ,LW/RW
592,Patrick Brown (C/RW),Philadelphia Flyers,44,4,5,9,0.21,11,-16,https://www.eliteprospects.com/player/75038/patrick-brown,2021-2020,nhl,Patrick Brown ,C/RW
593,Matty Beniers (C),Seattle Kraken,10,3,6,9,0.90,0,-1,https://www.eliteprospects.com/player/201739/matty-beniers,2021-2020,nhl,Matty Beniers ,C
594,Alexei Protas (C),Washington Capitals,33,3,6,9,0.27,0,4,https://www.eliteprospects.com/player/517438/alexei-protas,2021-2020,nhl,Alexei Protas ,C
595,Lucas Carlsson (D),Florida Panthers,40,3,6,9,0.23,10,3,https://www.eliteprospects.com/player/212334/lucas-carlsson,2021-2020,nhl,Lucas Carlsson ,D
596,Zack MacEwen (C/RW),Philadelphia Flyers,75,3,6,9,0.12,110,-15,https://www.eliteprospects.com/player/223475/zack-macewen,2021-2020,nhl,Zack MacEwen ,C/RW
597,Kris Russell (D),Edmonton Oilers,31,2,7,9,0.29,4,7,https://www.eliteprospects.com/player/9188/kris-russell,2021-2020,nhl,Kris Russell ,D
598,Anton Blidh (LW),Boston Bruins,32,2,7,9,0.28,24,-3,https://www.eliteprospects.com/player/67179/anton-blidh,2021-2020,nhl,Anton Blidh ,LW
599,Gabriel Carlsson (D),Columbus Blue Jackets,38,2,7,9,0.24,10,6,https://www.eliteprospects.com/player/187919/gabriel-carlsson,2021-2020,nhl,Gabriel Carlsson ,D
600,Kyle Capobianco (D),Arizona Coyotes,45,2,7,9,0.20,38,-12,https://www.eliteprospects.com/player/225186/kyle-capobianco,2021-2020,nhl,Kyle Capobianco ,D
601,Cal Foote (D),Tampa Bay Lightning,56,2,7,9,0.16,29,6,https://www.eliteprospects.com/player/247895/cal-foote,2021-2020,nhl,Cal Foote ,D
602,Robert Hägg (D),totals,64,1,8,9,0.14,35,-9,https://www.eliteprospects.com/player/27397/robert-hagg,2021-2020,nhl,Robert Hägg ,D
603,Jack Johnson (D),Colorado Avalanche,74,1,8,9,0.12,42,5,https://www.eliteprospects.com/player/9205/jack-johnson,2021-2020,nhl,Jack Johnson ,D
604,Ryan Dzingel (C/W),totals,32,5,3,8,0.25,35,-5,https://www.eliteprospects.com/player/49315/ryan-dzingel,2021-2020,nhl,Ryan Dzingel ,C/W
605,Anders Bjork (LW/RW),Buffalo Sabres,58,5,3,8,0.14,10,-14,https://www.eliteprospects.com/player/183809/anders-bjork,2021-2020,nhl,Anders Bjork ,LW/RW
606,Brad Richardson (RW/C),totals,44,4,4,8,0.18,35,-1,https://www.eliteprospects.com/player/10211/brad-richardson,2021-2020,nhl,Brad Richardson ,RW/C
607,Brendan Smith (D),Carolina Hurricanes,45,4,4,8,0.18,36,6,https://www.eliteprospects.com/player/12506/brendan-smith,2021-2020,nhl,Brendan Smith ,D
608,Antoine Roussel (LW/C),Arizona Coyotes,53,4,4,8,0.15,59,-16,https://www.eliteprospects.com/player/12125/antoine-roussel,2021-2020,nhl,Antoine Roussel ,LW/C
609,Calvin de Haan (D),Chicago Blackhawks,69,4,4,8,0.12,33,-21,https://www.eliteprospects.com/player/23814/calvin-de-haan,2021-2020,nhl,Calvin de Haan ,D
610,Fabian Zetterlund (LW),New Jersey Devils,14,3,5,8,0.57,0,5,https://www.eliteprospects.com/player/265608/fabian-zetterlund,2021-2020,nhl,Fabian Zetterlund ,LW
611,Noel Acciari (C),Florida Panthers,20,3,5,8,0.40,11,2,https://www.eliteprospects.com/player/214725/noel-acciari,2021-2020,nhl,Noel Acciari ,C
612,Alec Martinez (D),Vegas Golden Knights,26,3,5,8,0.31,4,6,https://www.eliteprospects.com/player/12531/alec-martinez,2021-2020,nhl,Alec Martinez ,D
613,Dakota Joshua (C),St. Louis Blues,30,3,5,8,0.27,16,6,https://www.eliteprospects.com/player/194948/dakota-joshua,2021-2020,nhl,Dakota Joshua ,C
614,Zach Bogosian (D),Tampa Bay Lightning,48,3,5,8,0.17,53,2,https://www.eliteprospects.com/player/14440/zach-bogosian,2021-2020,nhl,Zach Bogosian ,D
615,Kole Lind (RW),Seattle Kraken,23,2,6,8,0.35,12,-1,https://www.eliteprospects.com/player/200933/kole-lind,2021-2020,nhl,Kole Lind ,RW
616,Jordan Spence (D),Los Angeles Kings,24,2,6,8,0.33,2,0,https://www.eliteprospects.com/player/320267/jordan-spence,2021-2020,nhl,Jordan Spence ,D
617,Will Borgen (D),Seattle Kraken,36,2,6,8,0.22,28,1,https://www.eliteprospects.com/player/248330/will-borgen,2021-2020,nhl,Will Borgen ,D
618,Will Butcher (D),Buffalo Sabres,37,2,6,8,0.22,0,-10,https://www.eliteprospects.com/player/97590/will-butcher,2021-2020,nhl,Will Butcher ,D
619,Jaycob Megna (D),San Jose Sharks,44,2,6,8,0.18,16,-1,https://www.eliteprospects.com/player/84762/jaycob-megna,2021-2020,nhl,Jaycob Megna ,D
620,Jordan Oesterle (D),Detroit Red Wings,45,2,6,8,0.18,4,-7,https://www.eliteprospects.com/player/84700/jordan-oesterle,2021-2020,nhl,Jordan Oesterle ,D
621,Mikey Anderson (D),Los Angeles Kings,57,2,6,8,0.14,8,6,https://www.eliteprospects.com/player/201512/mikey-anderson,2021-2020,nhl,Mikey Anderson ,D
622,Jordie Benn (D),Minnesota Wild,39,1,7,8,0.21,10,1,https://www.eliteprospects.com/player/19742/jordie-benn,2021-2020,nhl,Jordie Benn ,D
623,Olli Määttä (D),Los Angeles Kings,66,1,7,8,0.12,10,17,https://www.eliteprospects.com/player/43543/olli-maatta,2021-2020,nhl,Olli Määttä ,D
624,Alexander Chmelevski (C/RW),San Jose Sharks,19,0,8,8,0.42,4,2,https://www.eliteprospects.com/player/201447/alexander-chmelevski,2021-2020,nhl,Alexander Chmelevski ,C/RW
