,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
310,Tyson Jost (C),Colorado Avalanche,54,7,10,17,0.32,24,14,https://www.eliteprospects.com/player/148111/tyson-jost,2020-2019,nhl,Tyson Jost ,C
311,Nick Bjugstad (C/RW),Minnesota Wild,44,6,11,17,0.39,17,7,https://www.eliteprospects.com/player/40265/nick-bjugstad,2020-2019,nhl,Nick Bjugstad ,C/RW
312,Tyler Bozak (C),St. Louis Blues,31,5,12,17,0.55,10,-3,https://www.eliteprospects.com/player/11589/tyler-bozak,2020-2019,nhl,Tyler Bozak ,C
313,Gustav Forsling (D),Florida Panthers,43,5,12,17,0.40,8,17,https://www.eliteprospects.com/player/86366/gustav-forsling,2020-2019,nhl,Gustav Forsling ,D
314,Ryan Getzlaf (C),Anaheim Ducks,48,5,12,17,0.35,43,-14,https://www.eliteprospects.com/player/8526/ryan-getzlaf,2020-2019,nhl,Ryan Getzlaf ,C
315,Nicolas Hague (D),Vegas Golden Knights,52,5,12,17,0.33,31,14,https://www.eliteprospects.com/player/253977/nicolas-hague,2020-2019,nhl,Nicolas Hague ,D
316,Cody Ceci (D),Pittsburgh Penguins,53,4,13,17,0.32,10,18,https://www.eliteprospects.com/player/45584/cody-ceci,2020-2019,nhl,Cody Ceci ,D
317,Nikita Zaitsev (D),Ottawa Senators,55,4,13,17,0.31,26,-13,https://www.eliteprospects.com/player/34773/nikita-zaitsev,2020-2019,nhl,Nikita Zaitsev ,D
318,Ryan Pulock (D),New York Islanders,56,2,15,17,0.30,8,15,https://www.eliteprospects.com/player/86761/ryan-pulock,2020-2019,nhl,Ryan Pulock ,D
319,Carson Soucy (D),Minnesota Wild,50,1,16,17,0.34,51,22,https://www.eliteprospects.com/player/107449/carson-soucy,2020-2019,nhl,Carson Soucy ,D
320,Mario Ferraro (D),San Jose Sharks,56,1,16,17,0.30,22,-6,https://www.eliteprospects.com/player/245622/mario-ferraro,2020-2019,nhl,Mario Ferraro ,D
321,Zach Sanford (LW),St. Louis Blues,52,10,6,16,0.31,25,-13,https://www.eliteprospects.com/player/242077/zach-sanford,2020-2019,nhl,Zach Sanford ,LW
322,Alex Chiasson (RW/C),Edmonton Oilers,45,9,7,16,0.36,33,-10,https://www.eliteprospects.com/player/32978/alex-chiasson,2020-2019,nhl,Alex Chiasson ,RW/C
323,Jakob Silfverberg (RW/LW),Anaheim Ducks,47,8,8,16,0.34,18,-17,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2020-2019,nhl,Jakob Silfverberg ,RW/LW
324,Philipp Kurashev (C/W),Chicago Blackhawks,54,8,8,16,0.30,12,-9,https://www.eliteprospects.com/player/279238/philipp-kurashev,2020-2019,nhl,Philipp Kurashev ,C/W
325,Brandon Tanev (LW/RW),Pittsburgh Penguins,32,7,9,16,0.50,22,12,https://www.eliteprospects.com/player/96475/brandon-tanev,2020-2019,nhl,Brandon Tanev ,LW/RW
326,Charlie Coyle (C/RW),Boston Bruins,51,6,10,16,0.31,20,-4,https://www.eliteprospects.com/player/60251/charlie-coyle,2020-2019,nhl,Charlie Coyle ,C/RW
327,Carl Hagelin (LW),Washington Capitals,56,6,10,16,0.29,19,7,https://www.eliteprospects.com/player/4567/carl-hagelin,2020-2019,nhl,Carl Hagelin ,LW
328,Mike Matheson (D),Pittsburgh Penguins,44,5,11,16,0.36,28,9,https://www.eliteprospects.com/player/76333/mike-matheson,2020-2019,nhl,Mike Matheson ,D
329,Paul Byron (LW/C),Montréal Canadiens,46,5,11,16,0.35,12,5,https://www.eliteprospects.com/player/15036/paul-byron,2020-2019,nhl,Paul Byron ,LW/C
330,Esa Lindell (D),Dallas Stars,56,5,11,16,0.29,19,11,https://www.eliteprospects.com/player/50019/esa-lindell,2020-2019,nhl,Esa Lindell ,D
331,Adam Boqvist (D),Chicago Blackhawks,35,2,14,16,0.46,14,-7,https://www.eliteprospects.com/player/265684/adam-boqvist,2020-2019,nhl,Adam Boqvist ,D
332,Ryan Lindgren (D),New York Rangers,51,1,15,16,0.31,35,20,https://www.eliteprospects.com/player/226442/ryan-lindgren,2020-2019,nhl,Ryan Lindgren ,D
333,Nic Dowd (C/RW),Washington Capitals,56,11,4,15,0.27,31,4,https://www.eliteprospects.com/player/39372/nic-dowd,2020-2019,nhl,Nic Dowd ,C/RW
334,Zach Aston-Reese (C/W),Pittsburgh Penguins,45,9,6,15,0.33,15,10,https://www.eliteprospects.com/player/98068/zach-aston-reese,2020-2019,nhl,Zach Aston-Reese ,C/W
335,Dominik Kahun (C/W),Edmonton Oilers,48,9,6,15,0.31,2,-3,https://www.eliteprospects.com/player/71940/dominik-kahun,2020-2019,nhl,Dominik Kahun ,C/W
336,Michael McLeod (C),New Jersey Devils,52,9,6,15,0.29,42,-12,https://www.eliteprospects.com/player/240821/michael-mcleod,2020-2019,nhl,Michael McLeod ,C
337,Sammy Blais (LW/RW),St. Louis Blues,36,8,7,15,0.42,12,0,https://www.eliteprospects.com/player/213830/sammy-blais,2020-2019,nhl,Sammy Blais ,LW/RW
338,Colton Sissons (C/RW),Nashville Predators,54,8,7,15,0.28,18,2,https://www.eliteprospects.com/player/48393/colton-sissons,2020-2019,nhl,Colton Sissons ,C/RW
339,Sam Gagner (C/RW),Detroit Red Wings,42,7,8,15,0.36,15,-4,https://www.eliteprospects.com/player/10425/sam-gagner,2020-2019,nhl,Sam Gagner ,C/RW
340,Jason Dickinson (C/LW),Dallas Stars,51,7,8,15,0.29,18,-2,https://www.eliteprospects.com/player/117018/jason-dickinson,2020-2019,nhl,Jason Dickinson ,C/LW
341,Valtteri Filppula (C/LW),Detroit Red Wings,38,6,9,15,0.40,12,-1,https://www.eliteprospects.com/player/3197/valtteri-filppula,2020-2019,nhl,Valtteri Filppula ,C/LW
342,Derek Grant (C/W),Anaheim Ducks,46,6,9,15,0.33,25,-4,https://www.eliteprospects.com/player/18242/derek-grant,2020-2019,nhl,Derek Grant ,C/W
343,Nicolas Roy (C/RW),Vegas Golden Knights,50,6,9,15,0.30,14,9,https://www.eliteprospects.com/player/151361/nicolas-roy,2020-2019,nhl,Nicolas Roy ,C/RW
344,William Carrier (LW),Vegas Golden Knights,52,6,9,15,0.29,16,0,https://www.eliteprospects.com/player/88662/william-carrier,2020-2019,nhl,William Carrier ,LW
345,Luke Glendening (C/RW),Detroit Red Wings,54,6,9,15,0.28,20,3,https://www.eliteprospects.com/player/38233/luke-glendening,2020-2019,nhl,Luke Glendening ,C/RW
346,Teuvo Teräväinen (W/C),Carolina Hurricanes,21,5,10,15,0.71,4,5,https://www.eliteprospects.com/player/44567/teuvo-teravainen,2020-2019,nhl,Teuvo Teräväinen ,W/C
347,Nate Schmidt (D),Vancouver Canucks,54,5,10,15,0.28,4,-7,https://www.eliteprospects.com/player/38039/nate-schmidt,2020-2019,nhl,Nate Schmidt ,D
348,Noah Hanifin (D),Calgary Flames,47,4,11,15,0.32,18,-2,https://www.eliteprospects.com/player/177710/noah-hanifin,2020-2019,nhl,Noah Hanifin ,D
349,Alexandre Texier (C/LW),Columbus Blue Jackets,49,4,11,15,0.31,22,-13,https://www.eliteprospects.com/player/296904/alexandre-texier,2020-2019,nhl,Alexandre Texier ,C/LW
350,Duncan Keith (D),Chicago Blackhawks,54,4,11,15,0.28,30,-13,https://www.eliteprospects.com/player/9012/duncan-keith,2020-2019,nhl,Duncan Keith ,D
351,Connor Murphy (D),Chicago Blackhawks,50,3,12,15,0.30,35,1,https://www.eliteprospects.com/player/45417/connor-murphy,2020-2019,nhl,Connor Murphy ,D
352,Jaccob Slavin (D),Carolina Hurricanes,52,3,12,15,0.29,2,22,https://www.eliteprospects.com/player/97621/jaccob-slavin,2020-2019,nhl,Jaccob Slavin ,D
353,Travis Sanheim (D),Philadelphia Flyers,55,3,12,15,0.27,23,-22,https://www.eliteprospects.com/player/120938/travis-sanheim,2020-2019,nhl,Travis Sanheim ,D
354,Ryan Graves (D),Colorado Avalanche,54,2,13,15,0.28,55,15,https://www.eliteprospects.com/player/103763/ryan-graves,2020-2019,nhl,Ryan Graves ,D
355,Kevin Shattenkirk (D),Anaheim Ducks,55,2,13,15,0.27,28,-8,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2020-2019,nhl,Kevin Shattenkirk ,D
356,Scott Mayfield (D),New York Islanders,56,2,13,15,0.27,38,2,https://www.eliteprospects.com/player/45906/scott-mayfield,2020-2019,nhl,Scott Mayfield ,D
357,Tage Thompson (C/W),Buffalo Sabres,38,8,6,14,0.37,17,-6,https://www.eliteprospects.com/player/301349/tage-thompson,2020-2019,nhl,Tage Thompson ,C/W
358,Oskar Lindblom (LW/RW),Philadelphia Flyers,50,8,6,14,0.28,9,-9,https://www.eliteprospects.com/player/86181/oskar-lindblom,2020-2019,nhl,Oskar Lindblom ,LW/RW
359,Johan Larsson (C/LW),Arizona Coyotes,52,8,6,14,0.27,24,-13,https://www.eliteprospects.com/player/9009/johan-larsson,2020-2019,nhl,Johan Larsson ,C/LW
360,Kevin Rooney (C),New York Rangers,54,8,6,14,0.26,54,0,https://www.eliteprospects.com/player/180925/kevin-rooney,2020-2019,nhl,Kevin Rooney ,C
361,Bobby Ryan (RW/LW),Detroit Red Wings,33,7,7,14,0.42,27,-14,https://www.eliteprospects.com/player/9210/bobby-ryan,2020-2019,nhl,Bobby Ryan ,RW/LW
362,Evan Rodrigues (C/W),Pittsburgh Penguins,35,7,7,14,0.40,6,-3,https://www.eliteprospects.com/player/62525/evan-rodrigues,2020-2019,nhl,Evan Rodrigues ,C/W
363,Joel Armia (RW),Montréal Canadiens,41,7,7,14,0.34,10,10,https://www.eliteprospects.com/player/40624/joel-armia,2020-2019,nhl,Joel Armia ,RW
364,Danton Heinen (W/C),Anaheim Ducks,43,7,7,14,0.33,0,-9,https://www.eliteprospects.com/player/105821/danton-heinen,2020-2019,nhl,Danton Heinen ,W/C
365,Jeff Skinner (LW/C),Buffalo Sabres,53,7,7,14,0.26,14,-11,https://www.eliteprospects.com/player/23668/jeff-skinner,2020-2019,nhl,Jeff Skinner ,LW/C
366,Casey Cizikas (C),New York Islanders,56,7,7,14,0.25,27,-2,https://www.eliteprospects.com/player/14960/casey-cizikas,2020-2019,nhl,Casey Cizikas ,C
367,Marcus Johansson (C/LW),Minnesota Wild,36,6,8,14,0.39,4,-10,https://www.eliteprospects.com/player/6225/marcus-johansson,2020-2019,nhl,Marcus Johansson ,C/LW
368,Radek Faksa (C),Dallas Stars,55,6,8,14,0.26,30,-15,https://www.eliteprospects.com/player/98300/radek-faksa,2020-2019,nhl,Radek Faksa ,C
369,Jamie Oleksiak (D),Dallas Stars,56,6,8,14,0.25,35,-3,https://www.eliteprospects.com/player/37832/jamie-oleksiak,2020-2019,nhl,Jamie Oleksiak ,D
370,Jake DeBrusk (LW),Boston Bruins,41,5,9,14,0.34,6,1,https://www.eliteprospects.com/player/84242/jake-debrusk,2020-2019,nhl,Jake DeBrusk ,LW
371,Vladimir Tarasenko (RW),St. Louis Blues,24,4,10,14,0.58,0,-7,https://www.eliteprospects.com/player/24787/vladimir-tarasenko,2020-2019,nhl,Vladimir Tarasenko ,RW
372,Brian Dumoulin (D),Pittsburgh Penguins,41,4,10,14,0.34,12,18,https://www.eliteprospects.com/player/33896/brian-dumoulin,2020-2019,nhl,Brian Dumoulin ,D
373,Blake Comeau (LW/RW),Dallas Stars,51,4,10,14,0.28,37,-13,https://www.eliteprospects.com/player/9190/blake-comeau,2020-2019,nhl,Blake Comeau ,LW/RW
374,Adam Pelech (D),New York Islanders,56,4,10,14,0.25,18,15,https://www.eliteprospects.com/player/89694/adam-pelech,2020-2019,nhl,Adam Pelech ,D
375,Noah Dobson (D),New York Islanders,46,3,11,14,0.30,8,1,https://www.eliteprospects.com/player/275797/noah-dobson,2020-2019,nhl,Noah Dobson ,D
376,Artyom Zub (D),Ottawa Senators,47,3,11,14,0.30,26,4,https://www.eliteprospects.com/player/182436/artyom-zub,2020-2019,nhl,Artyom Zub ,D
377,Nick Jensen (D),Washington Capitals,53,2,12,14,0.26,14,5,https://www.eliteprospects.com/player/37773/nick-jensen,2020-2019,nhl,Nick Jensen ,D
378,T.J. Brodie (D),Toronto Maple Leafs,56,1,13,14,0.25,12,23,https://www.eliteprospects.com/player/19170/t.j.-brodie,2020-2019,nhl,T.J. Brodie ,D
379,Ryan Murray (D),New Jersey Devils,48,0,14,14,0.29,8,3,https://www.eliteprospects.com/player/41768/ryan-murray,2020-2019,nhl,Ryan Murray ,D
380,Michael Bunting (LW/RW),Arizona Coyotes,21,10,3,13,0.62,12,-1,https://www.eliteprospects.com/player/245191/michael-bunting,2020-2019,nhl,Michael Bunting ,LW/RW
381,Rocco Grimaldi (W/C),Nashville Predators,40,10,3,13,0.33,4,-3,https://www.eliteprospects.com/player/38622/rocco-grimaldi,2020-2019,nhl,Rocco Grimaldi ,W/C
382,Brock McGinn (LW/RW),Carolina Hurricanes,37,8,5,13,0.35,6,0,https://www.eliteprospects.com/player/76486/brock-mcginn,2020-2019,nhl,Brock McGinn ,LW/RW
383,Ryan Dzingel (C/W),totals,40,8,5,13,0.33,21,-5,https://www.eliteprospects.com/player/49315/ryan-dzingel,2020-2019,nhl,Ryan Dzingel ,C/W
384,Alexander Volkov (RW/LW),totals,37,7,6,13,0.35,6,1,https://www.eliteprospects.com/player/277802/alexander-volkov,2020-2019,nhl,Alexander Volkov ,RW/LW
385,Artturi Lehkonen (LW),Montréal Canadiens,47,7,6,13,0.28,6,-2,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2020-2019,nhl,Artturi Lehkonen ,LW
386,Curtis Lazar (C/RW),totals,50,7,6,13,0.26,6,-6,https://www.eliteprospects.com/player/81116/curtis-lazar,2020-2019,nhl,Curtis Lazar ,C/RW
387,Josh Archibald (RW/LW),Edmonton Oilers,52,7,6,13,0.25,37,2,https://www.eliteprospects.com/player/122788/josh-archibald,2020-2019,nhl,Josh Archibald ,RW/LW
388,Matt Duchene (C/RW),Nashville Predators,34,6,7,13,0.38,6,-12,https://www.eliteprospects.com/player/12571/matt-duchene,2020-2019,nhl,Matt Duchene ,C/RW
389,Alex Galchenyuk (C/LW),totals,34,5,8,13,0.38,20,-8,https://www.eliteprospects.com/player/74611/alex-galchenyuk,2020-2019,nhl,Alex Galchenyuk ,C/LW
390,Eric Staal (C),totals,53,5,8,13,0.25,10,-30,https://www.eliteprospects.com/player/3656/eric-staal,2020-2019,nhl,Eric Staal ,C
391,Dylan Cozens (C),Buffalo Sabres,41,4,9,13,0.32,16,-15,https://www.eliteprospects.com/player/286938/dylan-cozens,2020-2019,nhl,Dylan Cozens ,C
392,Jordan Martinook (W/C),Carolina Hurricanes,44,4,9,13,0.30,25,-3,https://www.eliteprospects.com/player/44271/jordan-martinook,2020-2019,nhl,Jordan Martinook ,W/C
393,Richard Pánik (RW/LW),totals,48,4,9,13,0.27,18,-9,https://www.eliteprospects.com/player/11849/richard-panik,2020-2019,nhl,Richard Pánik ,RW/LW
394,Lawson Crouse (LW),Arizona Coyotes,51,4,9,13,0.26,46,-10,https://www.eliteprospects.com/player/205155/lawson-crouse,2020-2019,nhl,Lawson Crouse ,LW
395,Michael Del Zotto (D),Columbus Blue Jackets,53,4,9,13,0.25,8,5,https://www.eliteprospects.com/player/12112/michael-del-zotto,2020-2019,nhl,Michael Del Zotto ,D
396,Riley Sheahan (C/LW),Buffalo Sabres,53,4,9,13,0.25,8,-8,https://www.eliteprospects.com/player/33929/riley-sheahan,2020-2019,nhl,Riley Sheahan ,C/LW
397,Trevor Zegras (C),Anaheim Ducks,24,3,10,13,0.54,12,6,https://www.eliteprospects.com/player/424453/trevor-zegras,2020-2019,nhl,Trevor Zegras ,C
398,John Leonard (LW),San Jose Sharks,44,3,10,13,0.30,2,-7,https://www.eliteprospects.com/player/272976/john-leonard,2020-2019,nhl,John Leonard ,LW
399,Keegan Kolesar (RW),Vegas Golden Knights,44,3,10,13,0.30,30,-4,https://www.eliteprospects.com/player/197560/keegan-kolesar,2020-2019,nhl,Keegan Kolesar ,RW
400,Jake Evans (C/RW),Montréal Canadiens,47,3,10,13,0.28,29,2,https://www.eliteprospects.com/player/152048/jake-evans,2020-2019,nhl,Jake Evans ,C/RW
401,John Marino (D),Pittsburgh Penguins,52,3,10,13,0.25,8,5,https://www.eliteprospects.com/player/278675/john-marino,2020-2019,nhl,John Marino ,D
402,Joel Edmundson (D),Montréal Canadiens,55,3,10,13,0.24,25,28,https://www.eliteprospects.com/player/59478/joel-edmundson,2020-2019,nhl,Joel Edmundson ,D
403,Erik Brännström (D),Ottawa Senators,30,2,11,13,0.43,25,3,https://www.eliteprospects.com/player/255167/erik-brannstrom,2020-2019,nhl,Erik Brännström ,D
404,Kyle Okposo (RW/C),Buffalo Sabres,35,2,11,13,0.37,0,-1,https://www.eliteprospects.com/player/10458/kyle-okposo,2020-2019,nhl,Kyle Okposo ,RW/C
405,Derek Ryan (C/RW),Calgary Flames,43,2,11,13,0.30,16,6,https://www.eliteprospects.com/player/67660/derek-ryan,2020-2019,nhl,Derek Ryan ,C/RW
406,Ross Colton (C),Tampa Bay Lightning,30,9,3,12,0.40,16,3,https://www.eliteprospects.com/player/300911/ross-colton,2020-2019,nhl,Ross Colton ,C
407,Brandon Sutter (C/RW),Vancouver Canucks,43,9,3,12,0.28,2,-9,https://www.eliteprospects.com/player/9339/brandon-sutter,2020-2019,nhl,Brandon Sutter ,C/RW
408,Pierre Engvall (LW/RW),Toronto Maple Leafs,42,7,5,12,0.29,16,2,https://www.eliteprospects.com/player/147720/pierre-engvall,2020-2019,nhl,Pierre Engvall ,LW/RW
409,Sam Steel (C),Anaheim Ducks,42,6,6,12,0.29,8,-7,https://www.eliteprospects.com/player/154496/sam-steel,2020-2019,nhl,Sam Steel ,C
410,Ivan Barbashev (C/W),St. Louis Blues,38,5,7,12,0.32,6,5,https://www.eliteprospects.com/player/108659/ivan-barbashev,2020-2019,nhl,Ivan Barbashev ,C/W
411,Dylan Gambrell (C/RW),San Jose Sharks,49,5,7,12,0.25,13,-18,https://www.eliteprospects.com/player/192301/dylan-gambrell,2020-2019,nhl,Dylan Gambrell ,C/RW
412,K'Andre Miller (D),New York Rangers,53,5,7,12,0.23,20,9,https://www.eliteprospects.com/player/308192/k-andre-miller,2020-2019,nhl,K'Andre Miller ,D
413,Alexander Radulov (RW),Dallas Stars,11,4,8,12,1.09,6,9,https://www.eliteprospects.com/player/8794/alexander-radulov,2020-2019,nhl,Alexander Radulov ,RW
414,Vinnie Hinostroza (C/RW),totals,26,4,8,12,0.46,8,0,https://www.eliteprospects.com/player/91243/vinnie-hinostroza,2020-2019,nhl,Vinnie Hinostroza ,C/RW
415,Mikhail Grigorenko (C/RW),Columbus Blue Jackets,32,4,8,12,0.38,6,-2,https://www.eliteprospects.com/player/42435/mikhail-grigorenko,2020-2019,nhl,Mikhail Grigorenko ,C/RW
416,Danny DeKeyser (D),Detroit Red Wings,47,4,8,12,0.26,18,3,https://www.eliteprospects.com/player/46947/danny-dekeyser,2020-2019,nhl,Danny DeKeyser ,D
417,Colin Miller (D),Buffalo Sabres,48,4,8,12,0.25,27,-20,https://www.eliteprospects.com/player/61228/colin-miller,2020-2019,nhl,Colin Miller ,D
418,Ryan McDonagh (D),Tampa Bay Lightning,50,4,8,12,0.24,14,13,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2020-2019,nhl,Ryan McDonagh ,D
419,Robert Thomas (C/RW),St. Louis Blues,33,3,9,12,0.36,10,1,https://www.eliteprospects.com/player/201681/robert-thomas,2020-2019,nhl,Robert Thomas ,C/RW
420,Michael Rasmussen (C),Detroit Red Wings,40,3,9,12,0.30,26,-5,https://www.eliteprospects.com/player/286738/michael-rasmussen,2020-2019,nhl,Michael Rasmussen ,C
421,Nicolas Aubé-Kubel (RW/C),Philadelphia Flyers,50,3,9,12,0.24,44,-3,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,2020-2019,nhl,Nicolas Aubé-Kubel ,RW/C
422,Colton Parayko (D),St. Louis Blues,32,2,10,12,0.38,14,-2,https://www.eliteprospects.com/player/89411/colton-parayko,2020-2019,nhl,Colton Parayko ,D
423,Jacob Trouba (D),New York Rangers,38,2,10,12,0.32,22,3,https://www.eliteprospects.com/player/90349/jacob-trouba,2020-2019,nhl,Jacob Trouba ,D
424,Dante Fabbro (D),Nashville Predators,40,2,10,12,0.30,23,-1,https://www.eliteprospects.com/player/247041/dante-fabbro,2020-2019,nhl,Dante Fabbro ,D
425,Zach Whitecloud (D),Vegas Golden Knights,51,2,10,12,0.24,24,9,https://www.eliteprospects.com/player/202774/zach-whitecloud,2020-2019,nhl,Zach Whitecloud ,D
426,Vladislav Gavrikov (D),Columbus Blue Jackets,55,2,10,12,0.22,14,-13,https://www.eliteprospects.com/player/165015/vladislav-gavrikov,2020-2019,nhl,Vladislav Gavrikov ,D
427,Christopher Tanev (D),Calgary Flames,56,2,10,12,0.21,6,15,https://www.eliteprospects.com/player/39601/christopher-tanev,2020-2019,nhl,Christopher Tanev ,D
428,Derek Forbort (D),Winnipeg Jets,56,2,10,12,0.21,35,1,https://www.eliteprospects.com/player/31265/derek-forbort,2020-2019,nhl,Derek Forbort ,D
429,Erik Gustafsson (D),totals,29,1,11,12,0.41,0,-1,https://www.eliteprospects.com/player/15372/erik-gustafsson,2020-2019,nhl,Erik Gustafsson ,D
430,Jake Bean (D),Carolina Hurricanes,42,1,11,12,0.29,10,-2,https://www.eliteprospects.com/player/199660/jake-bean,2020-2019,nhl,Jake Bean ,D
431,David Kämpf (C/W),Chicago Blackhawks,56,1,11,12,0.21,20,-3,https://www.eliteprospects.com/player/160499/david-kampf,2020-2019,nhl,David Kämpf ,C/W
432,Pierre-Édouard Bellemare (C/LW),Colorado Avalanche,53,9,2,11,0.21,21,6,https://www.eliteprospects.com/player/8339/pierre-edouard-bellemare,2020-2019,nhl,Pierre-Édouard Bellemare ,C/LW
433,Rasmus Asplund (C/W),Buffalo Sabres,28,7,4,11,0.39,0,1,https://www.eliteprospects.com/player/139616/rasmus-asplund,2020-2019,nhl,Rasmus Asplund ,C/W
434,Jaret Anderson-Dolan (C/LW),Los Angeles Kings,34,7,4,11,0.32,6,-9,https://www.eliteprospects.com/player/278859/jaret-anderson-dolan,2020-2019,nhl,Jaret Anderson-Dolan ,C/LW
435,Max Jones (LW/RW),Anaheim Ducks,46,7,4,11,0.24,36,-9,https://www.eliteprospects.com/player/233448/max-jones,2020-2019,nhl,Max Jones ,LW/RW
436,Nico Hischier (C),New Jersey Devils,21,6,5,11,0.52,4,-9,https://www.eliteprospects.com/player/116244/nico-hischier,2020-2019,nhl,Nico Hischier ,C
437,Joel Kiviranta (LW),Dallas Stars,26,6,5,11,0.42,6,3,https://www.eliteprospects.com/player/91109/joel-kiviranta,2020-2019,nhl,Joel Kiviranta ,LW
438,Tyler Pitlick (C/RW),Arizona Coyotes,38,6,5,11,0.29,16,-1,https://www.eliteprospects.com/player/40064/tyler-pitlick,2020-2019,nhl,Tyler Pitlick ,C/RW
439,Carl Grundström (RW/LW),Los Angeles Kings,47,6,5,11,0.23,16,-10,https://www.eliteprospects.com/player/113516/carl-grundstrom,2020-2019,nhl,Carl Grundström ,RW/LW
440,Matt Martin (LW),New York Islanders,54,6,5,11,0.20,36,-2,https://www.eliteprospects.com/player/19225/matt-martin,2020-2019,nhl,Matt Martin ,LW
441,Adam Gaudette (C),totals,40,5,6,11,0.28,12,-15,https://www.eliteprospects.com/player/203361/adam-gaudette,2020-2019,nhl,Adam Gaudette ,C
442,Anders Bjork (LW/RW),totals,45,5,6,11,0.24,14,-13,https://www.eliteprospects.com/player/183809/anders-bjork,2020-2019,nhl,Anders Bjork ,LW/RW
443,Yakov Trenin (C/LW),Nashville Predators,45,5,6,11,0.24,22,4,https://www.eliteprospects.com/player/277485/yakov-trenin,2020-2019,nhl,Yakov Trenin ,C/LW
444,Andreas Johnsson (LW/RW),New Jersey Devils,50,5,6,11,0.22,12,-1,https://www.eliteprospects.com/player/43991/andreas-johnsson,2020-2019,nhl,Andreas Johnsson ,LW/RW
445,Andrew Cogliano (C/LW),Dallas Stars,54,5,6,11,0.20,24,-8,https://www.eliteprospects.com/player/9187/andrew-cogliano,2020-2019,nhl,Andrew Cogliano ,C/LW
446,Noel Acciari (C),Florida Panthers,41,4,7,11,0.27,9,0,https://www.eliteprospects.com/player/214725/noel-acciari,2020-2019,nhl,Noel Acciari ,C
447,Michael Raffl (LW/RW),totals,44,4,7,11,0.25,33,-4,https://www.eliteprospects.com/player/15216/michael-raffl,2020-2019,nhl,Michael Raffl ,LW/RW
448,Mark Jankowski (C),Pittsburgh Penguins,45,4,7,11,0.24,6,4,https://www.eliteprospects.com/player/146518/mark-jankowski,2020-2019,nhl,Mark Jankowski ,C
449,Brendan Lemieux (LW),totals,49,4,7,11,0.22,73,-2,https://www.eliteprospects.com/player/177647/brendan-lemieux,2020-2019,nhl,Brendan Lemieux ,LW
450,Cal Clutterbuck (RW),New York Islanders,50,4,7,11,0.22,10,-5,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2020-2019,nhl,Cal Clutterbuck ,RW
451,Jujhar Khaira (LW/C),Edmonton Oilers,40,3,8,11,0.28,42,-1,https://www.eliteprospects.com/player/93577/jujhar-khaira,2020-2019,nhl,Jujhar Khaira ,LW/C
452,Troy Stecher (D),Detroit Red Wings,44,3,8,11,0.25,12,-13,https://www.eliteprospects.com/player/59042/troy-stecher,2020-2019,nhl,Troy Stecher ,D
453,Christian Fischer (RW/C),Arizona Coyotes,52,3,8,11,0.21,6,-10,https://www.eliteprospects.com/player/226901/christian-fischer,2020-2019,nhl,Christian Fischer ,RW/C
454,Christian Djoos (D),Detroit Red Wings,36,2,9,11,0.31,14,-13,https://www.eliteprospects.com/player/33201/christian-djoos,2020-2019,nhl,Christian Djoos ,D
455,Juuso Välimäki (D),Calgary Flames,49,2,9,11,0.22,26,-2,https://www.eliteprospects.com/player/221525/juuso-valimaki,2020-2019,nhl,Juuso Välimäki ,D
456,Radko Gudas (D),Florida Panthers,54,2,9,11,0.20,40,6,https://www.eliteprospects.com/player/18085/radko-gudas,2020-2019,nhl,Radko Gudas ,D
457,Will Butcher (D),New Jersey Devils,23,1,10,11,0.48,2,-3,https://www.eliteprospects.com/player/97590/will-butcher,2020-2019,nhl,Will Butcher ,D
458,Jordan Oesterle (D),Arizona Coyotes,43,1,10,11,0.26,10,-10,https://www.eliteprospects.com/player/84700/jordan-oesterle,2020-2019,nhl,Jordan Oesterle ,D
459,Philippe Myers (D),Philadelphia Flyers,44,1,10,11,0.25,22,-10,https://www.eliteprospects.com/player/223515/philippe-myers,2020-2019,nhl,Philippe Myers ,D
460,Mikey Anderson (D),Los Angeles Kings,54,1,10,11,0.20,30,0,https://www.eliteprospects.com/player/201512/mikey-anderson,2020-2019,nhl,Mikey Anderson ,D
461,James Neal (LW),Edmonton Oilers,29,5,5,10,0.35,11,-2,https://www.eliteprospects.com/player/9362/james-neal,2020-2019,nhl,James Neal ,LW
462,Kevin Stenlund (C),Columbus Blue Jackets,32,5,5,10,0.31,8,-4,https://www.eliteprospects.com/player/142262/kevin-stenlund,2020-2019,nhl,Kevin Stenlund ,C
463,Travis Boyd (C),totals,39,5,5,10,0.26,2,-5,https://www.eliteprospects.com/player/38621/travis-boyd,2020-2019,nhl,Travis Boyd ,C
464,Colton Sceviour (C/W),Pittsburgh Penguins,46,5,5,10,0.22,2,0,https://www.eliteprospects.com/player/12557/colton-sceviour,2020-2019,nhl,Colton Sceviour ,C/W
465,Brendan Smith (D),New York Rangers,48,5,5,10,0.21,73,3,https://www.eliteprospects.com/player/12506/brendan-smith,2020-2019,nhl,Brendan Smith ,D
