,player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
780,Christian Jaros (D),San Jose Sharks,7,0,1,1,0.14,2,-4,https://www.eliteprospects.com/player/166373/christian-jaros,2020-2019,nhl,Christian Jaros ,D
781,Nic Petan (C/W),Toronto Maple Leafs,7,0,1,1,0.14,4,-2,https://www.eliteprospects.com/player/82305/nic-petan,2020-2019,nhl,Nic Petan ,C/W
782,Alexander True (C),San Jose Sharks,7,0,1,1,0.14,6,1,https://www.eliteprospects.com/player/207313/alexander-true,2020-2019,nhl,Alexander True ,C
783,Kevin Connauton (D),Florida Panthers,7,0,1,1,0.14,7,4,https://www.eliteprospects.com/player/38032/kevin-connauton,2020-2019,nhl,Kevin Connauton ,D
784,Tomas Jurco (LW/RW),Vegas Golden Knights,8,0,1,1,0.13,0,0,https://www.eliteprospects.com/player/34751/tomas-jurco,2020-2019,nhl,Tomas Jurco ,LW/RW
785,Oliver Kylington (D),Calgary Flames,8,0,1,1,0.13,0,-1,https://www.eliteprospects.com/player/142238/oliver-kylington,2020-2019,nhl,Oliver Kylington ,D
786,Ryan McLeod (C/W),Edmonton Oilers,10,0,1,1,0.10,0,-2,https://www.eliteprospects.com/player/271502/ryan-mcleod,2020-2019,nhl,Ryan McLeod ,C/W
787,Drew O'Connor (LW),Pittsburgh Penguins,10,0,1,1,0.10,2,-2,https://www.eliteprospects.com/player/378129/drew-o-connor,2020-2019,nhl,Drew O'Connor ,LW
788,Kristian Vesalainen (LW/RW),Winnipeg Jets,12,0,1,1,0.08,0,0,https://www.eliteprospects.com/player/222125/kristian-vesalainen,2020-2019,nhl,Kristian Vesalainen ,LW/RW
789,Lucas Carlsson (D),Chicago Blackhawks,12,0,1,1,0.08,2,1,https://www.eliteprospects.com/player/212334/lucas-carlsson,2020-2019,nhl,Lucas Carlsson ,D
790,Ross Johnston (LW),New York Islanders,12,0,1,1,0.08,35,-3,https://www.eliteprospects.com/player/106154/ross-johnston,2020-2019,nhl,Ross Johnston ,LW
791,Jacob de la Rose (C/W),St. Louis Blues,13,0,1,1,0.08,7,-2,https://www.eliteprospects.com/player/28436/jacob-de-la-rose,2020-2019,nhl,Jacob de la Rose ,C/W
792,Austin Strand (D),Los Angeles Kings,13,0,1,1,0.08,8,2,https://www.eliteprospects.com/player/161123/austin-strand,2020-2019,nhl,Austin Strand ,D
793,Jérémy Davies (D),Nashville Predators,16,0,1,1,0.06,8,3,https://www.eliteprospects.com/player/213454/jeremy-davies,2020-2019,nhl,Jérémy Davies ,D
794,Connor Bunnaman (C/LW),Philadelphia Flyers,18,0,1,1,0.06,2,-6,https://www.eliteprospects.com/player/267790/connor-bunnaman,2020-2019,nhl,Connor Bunnaman ,C/LW
795,Jalen Chatfield (D),Vancouver Canucks,18,0,1,1,0.06,12,-11,https://www.eliteprospects.com/player/205562/jalen-chatfield,2020-2019,nhl,Jalen Chatfield ,D
796,Jarred Tinordi (D),totals,21,0,1,1,0.05,11,-6,https://www.eliteprospects.com/player/20706/jarred-tinordi,2020-2019,nhl,Jarred Tinordi ,D
797,Mark Borowiecki (D),Nashville Predators,22,0,1,1,0.05,38,-2,https://www.eliteprospects.com/player/19223/mark-borowiecki,2020-2019,nhl,Mark Borowiecki ,D
798,Nick Caamano (RW/LW),Dallas Stars,24,0,1,1,0.04,17,-7,https://www.eliteprospects.com/player/252448/nick-caamano,2020-2019,nhl,Nick Caamano ,RW/LW
799,Nathan Beaulieu (D),Winnipeg Jets,25,0,1,1,0.04,20,-5,https://www.eliteprospects.com/player/37422/nathan-beaulieu,2020-2019,nhl,Nathan Beaulieu ,D
800,Josh Brown (D),Ottawa Senators,26,0,1,1,0.04,30,-1,https://www.eliteprospects.com/player/82512/josh-brown,2020-2019,nhl,Josh Brown ,D
801,Tucker Poolman (D),Winnipeg Jets,39,0,1,1,0.03,2,-2,https://www.eliteprospects.com/player/118006/tucker-poolman,2020-2019,nhl,Tucker Poolman ,D
802,Maxime Lajoie (D),Carolina Hurricanes,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/161131/maxime-lajoie,2020-2019,nhl,Maxime Lajoie ,D
803,Sampo Ranta (LW/RW),Colorado Avalanche,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/375954/sampo-ranta,2020-2019,nhl,Sampo Ranta ,LW/RW
804,Scott Perunovich (D),St. Louis Blues,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/300906/scott-perunovich,2020-2019,nhl,Scott Perunovich ,D
805,Beck Malenstyn (LW),Washington Capitals,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/247477/beck-malenstyn,2020-2019,nhl,Beck Malenstyn ,LW
806,Alexander Nylander (W/C),Chicago Blackhawks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/212641/alexander-nylander,2020-2019,nhl,Alexander Nylander ,W/C
807,Mitch Reinke (D),St. Louis Blues,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/195228/mitch-reinke,2020-2019,nhl,Mitch Reinke ,D
808,Nikita Kucherov (RW),Tampa Bay Lightning,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/77237/nikita-kucherov,2020-2019,nhl,Nikita Kucherov ,RW
809,Zemgus Girgensons (C/W),Buffalo Sabres,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2020-2019,nhl,Zemgus Girgensons ,C/W
810,Micheal Ferland (LW/RW),Vancouver Canucks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/45473/micheal-ferland,2020-2019,nhl,Micheal Ferland ,LW/RW
811,Stephen Johns (D),Dallas Stars,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/20711/stephen-johns,2020-2019,nhl,Stephen Johns ,D
812,Oscar Klefbom (D),Edmonton Oilers,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/16804/oscar-klefbom,2020-2019,nhl,Oscar Klefbom ,D
813,Brandon Dubinsky (C/LW),Columbus Blue Jackets,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2020-2019,nhl,Brandon Dubinsky ,C/LW
814,Henrik Zetterberg (C),Detroit Red Wings,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/285/henrik-zetterberg,2020-2019,nhl,Henrik Zetterberg ,C
815,Alexander Steen (LW/RW),St. Louis Blues,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/460/alexander-steen,2020-2019,nhl,Alexander Steen ,LW/RW
816,Marián Gáborík (RW/LW),Tampa Bay Lightning,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/3665/marian-gaborik,2020-2019,nhl,Marián Gáborík ,RW/LW
817,Marián Hossa (RW),Arizona Coyotes,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/4720/marian-hossa,2020-2019,nhl,Marián Hossa ,RW
818,Gustav Nyquist (C/W),Columbus Blue Jackets,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/6223/gustav-nyquist,2020-2019,nhl,Gustav Nyquist ,C/W
819,Jonathan Toews (C),Chicago Blackhawks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8792/jonathan-toews,2020-2019,nhl,Jonathan Toews ,C
820,Brent Seabrook (D),Chicago Blackhawks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8879/brent-seabrook,2020-2019,nhl,Brent Seabrook ,D
821,Ryan Kesler (C),Anaheim Ducks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9014/ryan-kesler,2020-2019,nhl,Ryan Kesler ,C
822,Johnny Boychuk (D),New York Islanders,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9091/johnny-boychuk,2020-2019,nhl,Johnny Boychuk ,D
823,Bryan Little (C),Winnipeg Jets,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10426/bryan-little,2020-2019,nhl,Bryan Little ,C
824,Zack Smith (C/LW),Chicago Blackhawks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/14495/zack-smith,2020-2019,nhl,Zack Smith ,C/LW
825,Garrett Pilon (C),Washington Capitals,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/49041/garrett-pilon,2020-2019,nhl,Garrett Pilon ,C
826,Guillaume Brisebois (D),Vancouver Canucks,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/213397/guillaume-brisebois,2020-2019,nhl,Guillaume Brisebois ,D
827,Martin Frk (RW),Los Angeles Kings,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/56033/martin-frk,2020-2019,nhl,Martin Frk ,RW
828,Cameron Hughes (C/LW),Boston Bruins,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/62155/cameron-hughes,2020-2019,nhl,Cameron Hughes ,C/LW
829,Kenny Agostino (LW),Toronto Maple Leafs,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/75015/kenny-agostino,2020-2019,nhl,Kenny Agostino ,LW
830,Dmytro Timashov (LW/RW),New York Islanders,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/115161/dmytro-timashov,2020-2019,nhl,Dmytro Timashov ,LW/RW
831,Chase DeLeo (C/LW),Anaheim Ducks,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/116909/chase-deleo,2020-2019,nhl,Chase DeLeo ,C/LW
832,Otto Leskinen (D),Montréal Canadiens,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/150242/otto-leskinen,2020-2019,nhl,Otto Leskinen ,D
833,C.J. Smith (LW),Buffalo Sabres,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/151013/c.j.-smith,2020-2019,nhl,C.J. Smith ,LW
834,Filip Chlapík (C/LW),Ottawa Senators,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/157524/filip-chlapik,2020-2019,nhl,Filip Chlapík ,C/LW
835,David Kase (W/C),Philadelphia Flyers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/158842/david-kase,2020-2019,nhl,David Kase ,W/C
836,Matthew Phillips (C/RW),Calgary Flames,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/161060/matthew-phillips,2020-2019,nhl,Matthew Phillips ,C/RW
837,Louie Belpedio (D),Minnesota Wild,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/177686/louie-belpedio,2020-2019,nhl,Louie Belpedio ,D
838,Josh Currie (C),Pittsburgh Penguins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/45243/josh-currie,2020-2019,nhl,Josh Currie ,C
839,Brandon Pirri (C/LW),Chicago Blackhawks,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/33898/brandon-pirri,2020-2019,nhl,Brandon Pirri ,C/LW
840,Aaron Ness (D),Arizona Coyotes,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/17497/aaron-ness,2020-2019,nhl,Aaron Ness ,D
841,Matt Bartkowski (D),Minnesota Wild,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/16707/matt-bartkowski,2020-2019,nhl,Matt Bartkowski ,D
842,Luca Sbisa (D),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13946/luca-sbisa,2020-2019,nhl,Luca Sbisa ,D
843,Pär Lindholm (C/LW),Boston Bruins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13091/par-lindholm,2020-2019,nhl,Pär Lindholm ,C/LW
844,Jesse Ylönen (RW),Montréal Canadiens,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/299117/jesse-ylonen,2020-2019,nhl,Jesse Ylönen ,RW
845,Drake Rymsha (C),Los Angeles Kings,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/268925/drake-rymsha,2020-2019,nhl,Drake Rymsha ,C
846,Cole Smith (LW),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/242238/cole-smith,2020-2019,nhl,Cole Smith ,LW
847,Brady Keeper (D),Florida Panthers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/224610/brady-keeper,2020-2019,nhl,Brady Keeper ,D
848,Frédéric Allard (D),Nashville Predators,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/213473/frederic-allard,2020-2019,nhl,Frédéric Allard ,D
849,Joseph Keane (D),Carolina Hurricanes,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/201468/joseph-keane,2020-2019,nhl,Joseph Keane ,D
850,Jean-Sébastien Dea (C/RW),Buffalo Sabres,1,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/128463/jean-sebastien-dea,2020-2019,nhl,Jean-Sébastien Dea ,C/RW
851,Connor McMichael (C),Washington Capitals,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/424496/connor-mcmichael,2020-2019,nhl,Connor McMichael ,C
852,Logan Brown (C),Ottawa Senators,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/248391/logan-brown,2020-2019,nhl,Logan Brown ,C
853,Jacob Middleton (D),San Jose Sharks,1,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/150872/jacob-middleton,2020-2019,nhl,Jacob Middleton ,D
854,Joey Anderson (RW),Toronto Maple Leafs,1,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/247964/joey-anderson,2020-2019,nhl,Joey Anderson ,RW
855,Lean Bergmann (C/W),San Jose Sharks,1,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/148119/lean-bergmann,2020-2019,nhl,Lean Bergmann ,C/W
856,Scott Sabourin (RW),Toronto Maple Leafs,1,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/45588/scott-sabourin,2020-2019,nhl,Scott Sabourin ,RW
857,Daniel Walcott (LW/D),Tampa Bay Lightning,1,0,0,0,0.00,5,-1,https://www.eliteprospects.com/player/257725/daniel-walcott,2020-2019,nhl,Daniel Walcott ,LW/D
858,A.J. Greer (LW),New Jersey Devils,1,0,0,0,0.00,7,0,https://www.eliteprospects.com/player/151125/a.j.-greer,2020-2019,nhl,A.J. Greer ,LW
859,Jonah Gadjovich (LW),Vancouver Canucks,1,0,0,0,0.00,17,-1,https://www.eliteprospects.com/player/252476/jonah-gadjovich,2020-2019,nhl,Jonah Gadjovich ,LW
860,Maxim Sushko (RW),Philadelphia Flyers,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/313615/maxim-sushko,2020-2019,nhl,Maxim Sushko ,RW
861,Brian Pinho (C),Washington Capitals,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/132024/brian-pinho,2020-2019,nhl,Brian Pinho ,C
862,Kevin Czuczman (D),Pittsburgh Penguins,2,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/75939/kevin-czuczman,2020-2019,nhl,Kevin Czuczman ,D
863,Philippe Maillet (C),Washington Capitals,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/68740/philippe-maillet,2020-2019,nhl,Philippe Maillet ,C
864,Juuso Riikola (D),Pittsburgh Penguins,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/56938/juuso-riikola,2020-2019,nhl,Juuso Riikola ,D
865,Yannick Weber (D),Pittsburgh Penguins,2,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/10615/yannick-weber,2020-2019,nhl,Yannick Weber ,D
866,Yegor Zamula (D),Philadelphia Flyers,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/398138/yegor-zamula,2020-2019,nhl,Yegor Zamula ,D
867,Morgan Frost (C),Philadelphia Flyers,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/317025/morgan-frost,2020-2019,nhl,Morgan Frost ,C
868,Vitali Abramov (LW/RW),Ottawa Senators,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/295715/vitali-abramov,2020-2019,nhl,Vitali Abramov ,LW/RW
869,Tim Gettinger (LW),New York Rangers,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/272570/tim-gettinger,2020-2019,nhl,Tim Gettinger ,LW
870,David Farrance (D),Nashville Predators,2,0,0,0,0.00,0,3,https://www.eliteprospects.com/player/269310/david-farrance,2020-2019,nhl,David Farrance ,D
871,Brett Murray (LW),Buffalo Sabres,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/267772/brett-murray,2020-2019,nhl,Brett Murray ,LW
872,Colton White (D),New Jersey Devils,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/204911/colton-white,2020-2019,nhl,Colton White ,D
873,Will Lockwood (RW),Vancouver Canucks,2,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/272186/will-lockwood,2020-2019,nhl,Will Lockwood ,RW
874,Kyle Capobianco (D),Arizona Coyotes,2,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/225186/kyle-capobianco,2020-2019,nhl,Kyle Capobianco ,D
875,Frédérik Gauthier (C),Arizona Coyotes,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/128500/frederik-gauthier,2020-2019,nhl,Frédérik Gauthier ,C
876,Mark Alt (D),Los Angeles Kings,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/74998/mark-alt,2020-2019,nhl,Mark Alt ,D
877,Timothy Liljegren (D),Toronto Maple Leafs,2,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/224910/timothy-liljegren,2020-2019,nhl,Timothy Liljegren ,D
878,Jack Ahcan (D),Boston Bruins,3,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/248456/jack-ahcan,2020-2019,nhl,Jack Ahcan ,D
879,Calen Addison (D),Minnesota Wild,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/278861/calen-addison,2020-2019,nhl,Calen Addison ,D
880,Alec Regula (D),Chicago Blackhawks,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/283940/alec-regula,2020-2019,nhl,Alec Regula ,D
881,Cam York (D),Philadelphia Flyers,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/290129/cam-york,2020-2019,nhl,Cam York ,D
882,Dakota Mermis (D),Minnesota Wild,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/56311/dakota-mermis,2020-2019,nhl,Dakota Mermis ,D
883,Sheldon Rempal (RW/LW),Carolina Hurricanes,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/142304/sheldon-rempal,2020-2019,nhl,Sheldon Rempal ,RW/LW
884,Ondrej Kase (RW),Boston Bruins,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/165006/ondrej-kase,2020-2019,nhl,Ondrej Kase ,RW
885,Justin Bailey (RW/LW),Vancouver Canucks,3,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/116970/justin-bailey,2020-2019,nhl,Justin Bailey ,RW/LW
886,Oskar Steen (C/RW),Boston Bruins,3,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/212666/oskar-steen,2020-2019,nhl,Oskar Steen ,C/RW
887,Keaton Middleton (D),Colorado Avalanche,3,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/249597/keaton-middleton,2020-2019,nhl,Keaton Middleton ,D
888,Sheldon Dries (C/W),Colorado Avalanche,3,0,0,0,0.00,4,1,https://www.eliteprospects.com/player/97620/sheldon-dries,2020-2019,nhl,Sheldon Dries ,C/W
889,Dennis Gilbert (D),Colorado Avalanche,3,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/267396/dennis-gilbert,2020-2019,nhl,Dennis Gilbert ,D
890,Noah Juulsen (D),Florida Panthers,4,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/199905/noah-juulsen,2020-2019,nhl,Noah Juulsen ,D
891,David Gustafsson (C),Winnipeg Jets,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/293796/david-gustafsson,2020-2019,nhl,David Gustafsson ,C
892,Austin Czarnik (C/RW),New York Islanders,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/20707/austin-czarnik,2020-2019,nhl,Austin Czarnik ,C/RW
893,Joakim Ryan (D),Carolina Hurricanes,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/51926/joakim-ryan,2020-2019,nhl,Joakim Ryan ,D
894,Antti Suomela (C),San Jose Sharks,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/73292/antti-suomela,2020-2019,nhl,Antti Suomela ,C
895,Olle Alsing (D),Ottawa Senators,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/139080/olle-alsing,2020-2019,nhl,Olle Alsing ,D
896,Drew Shore (C),Carolina Hurricanes,4,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/31263/drew-shore,2020-2019,nhl,Drew Shore ,C
897,Patrick Brown (C/RW),Vegas Golden Knights,4,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/75038/patrick-brown,2020-2019,nhl,Patrick Brown ,C/RW
898,Brinson Pasichnuk (D),San Jose Sharks,4,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/148238/brinson-pasichnuk,2020-2019,nhl,Brinson Pasichnuk ,D
899,Micheal Haley (C/W),Ottawa Senators,4,0,0,0,0.00,5,-1,https://www.eliteprospects.com/player/14655/micheal-haley,2020-2019,nhl,Micheal Haley ,C/W
900,Zac Rinaldo (C/W),Calgary Flames,4,0,0,0,0.00,5,-1,https://www.eliteprospects.com/player/19073/zac-rinaldo,2020-2019,nhl,Zac Rinaldo ,C/W
901,Ben Thomas (D),Tampa Bay Lightning,5,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/62287/ben-thomas,2020-2019,nhl,Ben Thomas ,D
902,Jacob Bernard-Docker (D),Ottawa Senators,5,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/281697/jacob-bernard-docker,2020-2019,nhl,Jacob Bernard-Docker ,D
903,Tanner Laczynski (C),Philadelphia Flyers,5,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/234312/tanner-laczynski,2020-2019,nhl,Tanner Laczynski ,C
904,Austin Poganski (RW),St. Louis Blues,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/231724/austin-poganski,2020-2019,nhl,Austin Poganski ,RW
905,Vinni Lettieri (C/RW),Anaheim Ducks,5,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/118656/vinni-lettieri,2020-2019,nhl,Vinni Lettieri ,C/RW
906,Hudson Fasching (RW),Arizona Coyotes,5,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/114801/hudson-fasching,2020-2019,nhl,Hudson Fasching ,RW
907,Ville Heinola (D),Winnipeg Jets,5,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/428795/ville-heinola,2020-2019,nhl,Ville Heinola ,D
908,Martin Kaut (RW),Colorado Avalanche,5,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/237068/martin-kaut,2020-2019,nhl,Martin Kaut ,RW
909,Reese Johnson (C/RW),Chicago Blackhawks,5,0,0,0,0.00,9,-2,https://www.eliteprospects.com/player/279121/reese-johnson,2020-2019,nhl,Reese Johnson ,C/RW
910,Sonny Milano (LW),Anaheim Ducks,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/189415/sonny-milano,2020-2019,nhl,Sonny Milano ,LW
911,Simon Benoît (D),Anaheim Ducks,6,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/254891/simon-benoit,2020-2019,nhl,Simon Benoît ,D
912,Xavier Ouellet (D),Montréal Canadiens,6,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/45164/xavier-ouellet,2020-2019,nhl,Xavier Ouellet ,D
913,Stefan Noesen (RW),totals,6,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/45567/stefan-noesen,2020-2019,nhl,Stefan Noesen ,RW
914,Brandon Davidson (D),Buffalo Sabres,6,0,0,0,0.00,4,-4,https://www.eliteprospects.com/player/45525/brandon-davidson,2020-2019,nhl,Brandon Davidson ,D
915,Josh Dunne (C),Columbus Blue Jackets,6,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/272225/josh-dunne,2020-2019,nhl,Josh Dunne ,C
916,Sami Niku (D),Winnipeg Jets,6,0,0,0,0.00,8,-3,https://www.eliteprospects.com/player/92502/sami-niku,2020-2019,nhl,Sami Niku ,D
917,Andy Andreoff (C/LW),Philadelphia Flyers,6,0,0,0,0.00,9,-6,https://www.eliteprospects.com/player/32736/andy-andreoff,2020-2019,nhl,Andy Andreoff ,C/LW
918,Fredrik Claesson (D),totals,6,0,0,0,0.00,12,0,https://www.eliteprospects.com/player/14412/fredrik-claesson,2020-2019,nhl,Fredrik Claesson ,D
919,Michael McCarron (RW/C),Nashville Predators,6,0,0,0,0.00,16,1,https://www.eliteprospects.com/player/135703/michael-mccarron,2020-2019,nhl,Michael McCarron ,RW/C
920,Kole Lind (RW),Vancouver Canucks,7,0,0,0,0.00,0,-4,https://www.eliteprospects.com/player/200933/kole-lind,2020-2019,nhl,Kole Lind ,RW
921,Matt Kiersted (D),Florida Panthers,7,0,0,0,0.00,2,-4,https://www.eliteprospects.com/player/291904/matt-kiersted,2020-2019,nhl,Matt Kiersted ,D
922,Carsen Twarynski (LW),Philadelphia Flyers,7,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/107898/carsen-twarynski,2020-2019,nhl,Carsen Twarynski ,LW
923,Michael Frolík (RW/LW),Montréal Canadiens,8,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/8701/michael-frolik,2020-2019,nhl,Michael Frolík ,RW/LW
924,Zach Senyshyn (RW),Boston Bruins,8,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/245108/zach-senyshyn,2020-2019,nhl,Zach Senyshyn ,RW
925,Buddy Robinson (RW),Calgary Flames,9,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/76182/buddy-robinson,2020-2019,nhl,Buddy Robinson ,RW
926,Joakim Nygård (LW),Edmonton Oilers,9,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/25858/joakim-nygard,2020-2019,nhl,Joakim Nygård ,LW
927,Will Borgen (D),Buffalo Sabres,10,0,0,0,0.00,4,-4,https://www.eliteprospects.com/player/248330/will-borgen,2020-2019,nhl,Will Borgen ,D
928,Dominik Simon (C/W),Calgary Flames,11,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/105831/dominik-simon,2020-2019,nhl,Dominik Simon ,C/W
929,Jeffrey Viel (LW),San Jose Sharks,11,0,0,0,0.00,23,-7,https://www.eliteprospects.com/player/213441/jeffrey-viel,2020-2019,nhl,Jeffrey Viel ,LW
930,Kurtis Gabriel (RW),San Jose Sharks,11,0,0,0,0.00,55,1,https://www.eliteprospects.com/player/92683/kurtis-gabriel,2020-2019,nhl,Kurtis Gabriel ,RW
931,Andy Welinski (D),Anaheim Ducks,13,0,0,0,0.00,0,4,https://www.eliteprospects.com/player/75052/andy-welinski,2020-2019,nhl,Andy Welinski ,D
932,Michael Chaput (C),Arizona Coyotes,13,0,0,0,0.00,10,-7,https://www.eliteprospects.com/player/37543/michael-chaput,2020-2019,nhl,Michael Chaput ,C
933,Marc Michaelis (LW/C),Vancouver Canucks,15,0,0,0,0.00,2,-5,https://www.eliteprospects.com/player/71958/marc-michaelis,2020-2019,nhl,Marc Michaelis ,LW/C
934,Jonas Siegenthaler (D),totals,15,0,0,0,0.00,4,-9,https://www.eliteprospects.com/player/105407/jonas-siegenthaler,2020-2019,nhl,Jonas Siegenthaler ,D
935,Ryan MacInnis (C),Columbus Blue Jackets,16,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/168707/ryan-macinnis,2020-2019,nhl,Ryan MacInnis ,C
